Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,home_elo,away_elo,goal_diff,total_goals,Over_2.5,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_cards,away_cards,boring_match,home_xG,away_xG,home_form,away_form,home_shots_last5,away_shots_last5,home_shots_on_target_last5,away_shots_on_target_last5,home_cards_last5,away_cards_last5,home_fouls_last5,away_fouls_last5,home_xg_last5,away_xg_last5,elo_diff,match_weight
E0,2021-04-17,20:15,Wolves,Sheffield United,1,0,H,0,0,D,R Jones,10,8,5,2,8,15,3,3,1,2,0,0,1488.639768599661,1311.194240719113,1,1,0,10,8,5,2,8,15,1,2,0,2.5,1.4,1.4,1.2,13.2,11.6,3.0,3.6,2.0,2.4,14.4,12.6,2.2199999999999998,2.24,177.44552788054807,0.13746687882212597
E0,2021-04-18,13:30,Arsenal,Fulham,1,1,D,0,0,D,C Pawson,18,3,5,1,9,11,11,1,0,3,0,0,1589.085438317792,1447.046017585216,0,2,0,18,3,5,1,9,11,0,3,0,3.3,0.6000000000000001,1.8,1.2,14.2,12.8,4.0,3.6,1.8,2.2,12.0,9.6,2.62,2.36,142.039420732576,0.13747998034348138
E0,2021-04-18,16:00,Man United,Burnley,3,1,H,0,0,D,J Moss,17,10,9,3,9,12,8,3,1,2,0,0,1650.4224211001194,1445.0836559903546,2,4,1,17,10,9,3,9,12,1,2,0,4.4,1.9,1.8,1.2,12.8,12.0,4.2,4.0,2.2,2.4,12.0,10.2,2.54,2.4000000000000004,205.33876510976484,0.13747998034348138
E0,2021-04-19,20:00,Leeds,Liverpool,1,1,D,0,1,A,A Taylor,12,17,5,7,17,15,10,8,2,1,0,0,1495.8949825579643,1659.1877186359784,0,2,0,12,17,5,7,17,15,2,1,0,2.7,3.8000000000000003,1.4,1.2,13.2,10.8,4.4,3.2,2.4,2.8,11.6,11.8,2.6399999999999997,2.04,-163.29273607801406,0.13749309345381333
E0,2021-04-20,20:00,Chelsea,Brighton,0,0,D,0,0,D,S Attwell,7,11,4,2,8,9,0,3,2,0,0,1,1604.801504050401,1501.1409963359067,0,0,0,7,11,4,2,8,9,2,1,0,1.9,1.7000000000000002,0.8,0.6,12.4,10.0,4.4,2.2,2.4,3.0,11.4,11.6,2.56,1.6600000000000001,103.66050771449432,0.13750621817166464
E0,2021-04-21,18:00,Tottenham,Southampton,2,1,H,0,1,A,D Coote,12,10,3,5,10,14,5,5,2,1,0,0,1581.565035988537,1422.4469503878952,1,3,1,12,10,3,5,10,14,2,1,0,2.1,2.5,1.0,0.6,13.0,10.6,5.0,2.4,2.0,2.0,11.6,9.2,2.8000000000000003,1.78,159.11808560064173,0.13751935451562108
E0,2021-04-21,20:15,Aston Villa,Man City,1,2,A,1,2,A,P Bankes,8,13,3,3,12,7,1,11,0,1,1,1,1511.8485697340384,1774.178974898124,-1,3,1,8,13,3,3,12,7,1,2,0,1.7,2.2,1.0,1.2,14.4,9.6,5.0,2.4,1.6,2.6,11.6,9.4,2.94,1.6799999999999997,-262.3304051640855,0.13751935451562108
E0,2021-04-22,20:00,Leicester,West Brom,3,0,H,3,0,H,A Madley,17,4,7,1,13,12,7,3,0,2,0,0,1558.1219017353853,1441.8727031190379,3,3,1,17,4,7,1,13,12,0,2,0,3.8000000000000003,0.7,1.2,1.4,14.8,9.0,5.4,2.6,1.8,2.6,11.8,9.2,3.1,1.6800000000000002,116.24919861634748,0.13753250250431137
E0,2021-04-23,20:00,Arsenal,Everton,0,1,A,0,0,D,J Moss,14,8,3,1,13,10,7,3,1,3,0,0,1585.2107156729526,1508.7955825923748,-1,1,0,14,8,3,1,13,10,1,3,0,2.3,1.1,1.4,1.2,14.2,9.4,4.8,2.6,1.4,2.8,11.0,10.0,2.8600000000000003,1.72,76.41513308057779,0.1375456621564073
E0,2021-04-24,12:30,Liverpool,Newcastle,1,1,D,1,0,H,A Marriner,22,7,9,4,9,7,6,3,2,1,0,0,1654.8057717458364,1501.4286028439371,0,2,0,22,7,9,4,9,7,2,1,0,4.9,1.9,1.4,1.4,14.0,10.8,4.6,3.8,1.8,2.2,10.8,11.6,2.7800000000000002,2.2199999999999998,153.37716890189927,0.1375588334906238
E0,2021-04-24,17:30,West Ham,Chelsea,0,1,A,0,1,A,C Kavanagh,9,17,2,6,9,11,4,2,0,4,1,0,1571.5038699716313,1601.903403181694,-1,1,0,9,17,2,6,9,11,1,4,0,1.5,3.5,1.4,1.6,13.4,9.4,4.6,3.8,2.4,2.8,11.6,13.4,2.7199999999999998,2.0799999999999996,-30.399533210062827,0.1375588334906238
E0,2021-04-24,20:00,Sheffield United,Brighton,1,0,H,1,0,H,K Friend,7,17,3,4,13,7,2,12,3,0,0,0,1305.8993729891001,1504.0390972046137,1,1,0,7,17,3,4,13,7,3,0,0,1.6,2.9000000000000004,,,,,,,,,,,,,-198.13972421551352,0.1375588334906238
E0,2021-04-25,12:00,Wolves,Burnley,0,4,A,0,3,A,D England,12,14,2,7,8,9,8,5,1,2,0,0,1493.9346363296738,1440.3898899824821,-4,4,1,12,14,2,7,8,9,1,2,0,1.8000000000000003,3.5,3.0,0.0,13.0,1.0,7.0,0.0,3.0,0.0,18.0,7.0,3.4000000000000004,0.1,53.544746347191676,0.13757201652571924
E0,2021-04-25,14:00,Leeds,Man United,0,0,D,0,0,D,C Pawson,6,16,3,4,21,11,2,6,4,1,0,0,1500.2769294481063,1655.116187107992,0,0,0,6,16,3,4,21,11,4,1,0,1.5,2.8,1.5,0.0,9.5,5.5,4.5,0.5,3.0,1.0,16.5,9.0,2.3000000000000003,0.7000000000000001,-154.83925765988556,0.13757201652571924
E0,2021-04-25,19:00,Aston Villa,West Brom,2,2,D,1,1,D,S Attwell,24,10,11,4,14,9,11,4,0,2,0,0,1508.2300760378632,1435.099112304765,0,4,1,24,10,11,4,14,9,0,2,0,5.7,2.2,1.3333333333333333,0.0,11.333333333333334,7.0,4.333333333333333,1.0,3.3333333333333335,1.6666666666666667,17.333333333333332,9.0,2.4333333333333336,1.0,73.13096373309827,0.13757201652571924
E0,2021-04-26,20:00,Leicester,Crystal Palace,2,1,H,0,1,A,G Scott,13,4,5,2,13,12,7,2,0,1,0,0,1564.8954925496582,1493.4079178005018,1,3,1,13,4,5,2,13,12,0,1,0,2.8,1.0,1.0,0.0,10.0,7.75,3.75,1.25,2.5,1.75,14.0,7.5,2.125,1.1500000000000001,71.48757474915647,0.13758521128049547
E0,2021-04-30,20:00,Southampton,Leicester,1,1,D,0,0,D,R Jones,5,23,3,9,9,13,0,10,1,0,1,0,1416.7313037517008,1572.8664680308461,0,2,0,5,23,3,9,9,13,2,0,0,1.4,5.0,0.8,0.0,10.0,6.8,3.8,1.2,2.4,2.0,14.4,9.2,2.14,1.04,-156.13516427914533,0.13763810787397338
E0,2021-05-01,15:00,Brighton,Leeds,2,0,H,1,0,H,C Kavanagh,17,11,5,2,17,6,2,9,1,1,0,0,1488.883360511803,1504.4602058971968,2,2,0,17,11,5,2,17,6,1,1,0,3.2,1.7000000000000002,1.2,0.6,12.8,9.6,4.6,3.2,2.4,2.4,12.8,10.4,2.6599999999999997,1.92,-15.57684538539388,0.13765136151071156
E0,2021-05-01,12:30,Crystal Palace,Man City,0,2,A,0,0,D,D Coote,9,20,4,3,9,10,2,6,2,0,0,0,1485.4369423193139,1777.797468594299,-2,2,0,9,20,4,3,9,10,2,0,0,2.1,2.9,1.0,0.4,11.4,8.4,3.8,2.2,2.2,2.6,12.2,10.4,2.2800000000000002,1.5000000000000002,-292.3605262749852,0.13765136151071156
E0,2021-05-01,20:00,Everton,Aston Villa,1,2,A,1,1,D,S Hooper,16,13,3,5,10,13,3,6,0,2,0,0,1520.9601954539687,1506.1557421399266,-1,3,1,16,13,3,5,10,13,0,2,0,2.5,2.8,1.4,0.6,13.6,10.0,5.2,3.2,2.2,2.2,12.6,11.4,2.9200000000000004,1.9600000000000002,14.80445331404212,0.13765136151071156
E0,2021-05-01,17:30,Chelsea,Fulham,2,0,H,1,0,H,K Friend,9,10,5,3,15,8,1,8,1,1,0,0,1611.0306603000186,1450.9207402300556,2,2,0,9,10,5,3,15,8,1,1,0,2.4,1.9,1.2,0.6,12.0,9.6,4.6,3.0,2.2,2.2,11.0,9.4,2.5799999999999996,1.86,160.10992006996298,0.13765136151071156
E0,2021-05-02,14:00,Newcastle,Arsenal,0,2,A,0,1,A,M Dean,5,19,1,5,10,9,3,7,2,1,1,0,1505.5771002941206,1573.0461028113587,-2,2,0,5,19,1,5,10,9,3,1,0,0.8,3.4000000000000004,1.4,0.6,12.8,10.8,5.2,3.6,1.8,1.6,10.6,9.8,2.84,2.16,-67.4690025172381,0.1376646269808618
E0,2021-05-02,19:15,Tottenham,Sheffield United,4,0,H,1,0,H,A Marriner,20,8,11,1,8,9,6,6,1,1,0,0,1587.2806826247313,1321.0551096819108,4,4,1,20,8,11,1,8,9,1,1,0,5.3,1.1,0.6,0.8,11.8,10.4,4.6,3.0,1.6,1.2,12.4,9.4,2.56,1.94,266.22557294282046,0.1376646269808618
E0,2021-05-03,20:15,Burnley,West Ham,1,2,A,1,2,A,A Taylor,8,22,3,4,4,8,5,4,2,1,0,0,1451.9189451716456,1562.3766128533068,-1,3,1,8,22,3,4,4,8,2,1,0,1.7,3.4000000000000004,0.4,0.8,10.4,8.0,3.0,2.0,1.2,1.2,12.4,9.8,1.9400000000000002,1.4,-110.45766768166118,0.137677904303534
E0,2021-05-03,18:00,West Brom,Wolves,1,1,D,0,1,A,P Tierney,10,20,4,10,17,11,5,6,2,0,0,0,1437.1734462027016,1482.4055811405103,0,2,0,10,20,4,10,17,11,2,0,0,2.2,5.0,0.4,0.8,11.0,8.4,3.6,2.0,1.4,1.2,12.0,8.8,2.18,1.44,-45.23213493780872,0.137677904303534
E0,2021-05-07,20:00,Leicester,Newcastle,2,4,A,0,2,A,D England,25,14,9,6,12,9,9,6,1,1,0,0,1568.6524677571747,1497.4949669028615,-2,6,1,25,14,9,6,12,9,1,1,0,5.199999999999999,3.2,0.6,1.0,10.2,8.0,3.4,2.2,1.4,1.0,11.0,8.8,2.04,1.4600000000000002,71.15750085431318,0.13773113250320118
E0,2021-05-08,12:30,Leeds,Tottenham,3,1,H,2,1,H,M Oliver,16,11,7,3,12,10,8,6,1,2,0,0,1494.012168402274,1590.833195245308,2,4,1,16,11,7,3,12,10,1,2,0,3.7,2.0,0.6,1.0,10.6,7.8,2.8,1.6,1.8,1.2,11.4,9.4,1.9,1.2600000000000002,-96.8210268430339,0.13774446937669477
E0,2021-05-08,15:00,Sheffield United,Crystal Palace,0,2,A,0,1,A,S Hooper,7,21,0,8,11,8,5,11,1,1,0,0,1317.5025970613342,1482.3028705816455,-2,2,0,7,21,0,8,11,8,1,1,0,0.7000000000000001,4.5,0.8,0.8,11.0,9.4,2.8,2.0,2.0,1.0,10.4,8.4,1.9400000000000002,1.5400000000000003,-164.8002735203113,0.13774446937669477
E0,2021-05-08,17:30,Man City,Chelsea,1,2,A,1,0,H,A Taylor,16,12,4,5,12,10,6,2,2,0,0,0,1780.9315403319674,1616.7230282304813,-1,3,1,16,12,4,5,12,10,2,0,0,2.8,2.7,1.0,0.6,11.8,10.0,2.8,2.4,1.6,1.0,9.8,8.4,2.0200000000000005,1.72,164.20851210148612,0.13774446937669477
E0,2021-05-08,20:15,Liverpool,Southampton,2,0,H,1,0,H,K Friend,14,12,6,6,10,6,8,4,0,1,0,0,1650.657274295653,1420.9453040253723,2,2,0,14,12,6,6,10,6,0,1,0,3.2,3.0,0.8,0.6,11.4,10.2,2.6,3.2,1.4,0.6,8.4,7.6,1.92,1.98,229.71197027028074,0.13774446937669477
E0,2021-05-09,14:05,Aston Villa,Man United,1,3,A,1,0,H,C Kavanagh,11,18,5,7,13,18,5,6,1,1,1,0,1516.5815908568777,1650.9329106589014,-2,4,1,11,18,5,7,13,18,2,1,0,2.6,3.9000000000000004,0.0,0.0,14.0,10.0,3.0,1.0,1.0,0.0,4.0,6.0,2.3,1.3,-134.35131980202368,0.13775781821830962
E0,2021-05-09,16:30,West Ham,Everton,0,1,A,0,1,A,S Attwell,11,9,0,3,8,10,5,6,2,1,0,0,1569.3003385432487,1510.5343467370176,-1,1,0,11,9,0,3,8,10,2,1,0,1.1,1.7999999999999998,0.5,0.0,14.0,9.5,3.5,1.5,1.5,1.5,6.0,10.0,2.45,1.4,58.76599180623111,0.13775781821830962
E0,2021-05-09,19:00,Arsenal,West Brom,3,1,H,2,0,H,P Bankes,15,12,7,1,7,9,6,6,1,2,0,0,1581.1282362026177,1438.4680259796835,2,4,1,15,12,7,1,7,9,1,2,0,3.6,1.5000000000000002,0.6666666666666666,1.0,13.333333333333334,10.333333333333334,4.0,3.6666666666666665,1.3333333333333333,1.3333333333333333,7.333333333333333,11.333333333333334,2.533333333333333,2.1333333333333333,142.6602102229342,0.13775781821830962
E0,2021-05-09,12:00,Wolves,Brighton,2,1,H,0,1,A,J Moss,16,5,6,3,12,7,10,5,2,2,0,2,1481.1110013635284,1499.3313980067257,1,3,1,16,5,6,3,12,7,2,4,0,3.4,1.4,,,,,,,,,,,,,-18.22039664319732,0.13775781821830962
E0,2021-05-10,20:00,Fulham,Burnley,0,2,A,0,2,A,D Coote,21,14,3,5,11,10,8,4,2,0,0,0,1445.2283722995928,1444.9952194817038,-2,2,0,21,14,3,5,11,10,2,0,0,3.0,2.9000000000000004,0.5,0.75,13.75,9.0,3.75,3.0,1.75,1.75,6.75,12.5,2.5,1.8,0.2331528178890494,0.1377711790474703
E0,2021-05-11,18:00,Man United,Leicester,1,2,A,1,1,D,C Pawson,4,12,1,3,9,12,3,4,0,0,0,0,1657.2478424782487,1556.6325541609438,-1,3,1,4,12,1,3,9,12,0,0,0,0.7,2.1,0.6,1.6,13.8,11.2,3.6,4.0,1.6,2.0,8.2,12.6,2.46,2.3200000000000003,100.61528831730493,0.13778455188364686
E0,2021-05-11,20:15,Southampton,Crystal Palace,3,1,H,1,1,D,A Madley,13,11,6,4,20,13,12,8,2,3,0,0,1416.7366806276625,1487.8859316202318,2,4,1,13,11,6,4,20,13,2,3,0,3.0999999999999996,2.3,1.0,1.6,12.6,10.6,3.8,4.0,2.0,2.6,9.0,15.2,2.4,2.2600000000000002,-71.14925099256925,0.13778455188364686
E0,2021-05-12,20:15,Chelsea,Arsenal,0,1,A,0,1,A,A Marriner,19,5,5,2,7,6,9,1,0,1,0,0,1631.126247504728,1587.2383388933702,-1,1,0,19,5,5,2,7,6,0,1,0,3.4000000000000004,1.1,0.8,2.0,12.6,12.0,3.8,4.6,2.0,2.0,9.6,16.2,2.4,2.58,43.88790861135794,0.13779793674635493
E0,2021-05-13,18:00,Aston Villa,Everton,0,0,D,0,0,D,M Atkinson,13,15,2,5,9,12,9,1,2,0,0,0,1510.2666590375304,1522.2098204297724,0,0,0,13,15,2,5,9,12,2,0,0,1.9,3.0,0.6,1.6,12.4,10.8,3.8,3.4,2.0,1.8,8.8,17.0,2.38,2.1,-11.943161392242018,0.13781133365515602
E0,2021-05-13,20:15,Man United,Liverpool,2,4,A,1,2,A,A Taylor,18,17,3,8,10,12,6,4,3,0,0,0,1644.4302308781655,1654.8658976933627,-2,6,1,18,17,3,8,10,12,3,0,0,2.7,4.1,0.6,1.8,10.8,13.4,3.8,4.2,2.0,1.6,10.2,16.4,2.2199999999999998,2.6,-10.435666815197237,0.13781133365515602
E0,2021-05-14,20:00,Newcastle,Man City,3,4,A,2,2,D,K Friend,11,15,5,6,11,10,4,5,2,2,0,0,1509.5148804990924,1766.5283210577206,-1,7,1,11,15,5,6,11,10,2,2,0,2.6,3.3,0.4,0.8,8.8,11.6,3.6,3.6,2.0,1.4,10.0,15.6,1.9600000000000002,2.24,-257.0134405586282,0.1378247426296575
E0,2021-05-15,12:30,Burnley,Leeds,0,4,A,0,1,A,G Scott,16,16,4,6,10,10,6,8,1,1,0,0,1455.0019301582322,1506.7289360081807,-4,4,1,16,16,4,6,10,10,1,1,0,2.8,3.4,0.4,0.8,10.0,11.4,3.4,3.6,2.0,0.8,10.8,13.0,2.02,2.2199999999999998,-51.727005849948455,0.1378381636895128
E0,2021-05-15,15:00,Southampton,Fulham,3,1,H,1,0,H,C Pawson,11,10,7,3,9,15,6,5,0,1,0,0,1428.756366460778,1435.2216616230644,2,4,1,11,10,7,3,9,15,0,1,0,3.2,1.9,0.6,0.6,8.2,9.8,2.8,3.4,1.8,1.2,10.8,10.6,1.6600000000000001,2.0,-6.465295162286338,0.1378381636895128
E0,2021-05-15,20:00,Brighton,West Ham,1,1,D,0,0,D,A Marriner,10,15,2,3,7,5,3,3,1,1,0,0,1488.8074530683089,1557.6248648504939,0,2,0,10,15,2,3,7,5,1,1,0,1.6,2.4,0.6,0.4,7.6,10.6,2.4,3.4,1.6,1.2,11.0,8.4,1.48,2.08,-68.81741178218499,0.1378381636895128
E0,2021-05-16,12:00,Crystal Palace,Aston Villa,3,2,H,1,2,A,D Coote,23,19,8,5,23,13,7,7,3,2,0,0,1475.8662457871162,1510.6102755203408,1,5,1,23,19,8,5,23,13,3,2,0,4.7,3.4000000000000004,0.8,0.2,9.2,8.8,3.2,2.4,1.4,1.2,11.2,7.8,1.8800000000000001,1.6,-34.74402973322458,0.13785159685442158
E0,2021-05-16,14:05,Tottenham,Wolves,2,0,H,1,0,H,M Atkinson,24,15,13,3,8,11,10,3,1,0,0,0,1578.1164276394013,1491.6349463019453,2,2,0,24,15,13,3,8,11,1,0,0,6.300000000000001,2.4,1.0,0.6,10.2,8.4,3.4,2.4,1.2,1.2,10.2,8.4,2.04,1.56,86.48148133745599,0.13785159685442158
E0,2021-05-16,16:30,West Brom,Liverpool,1,2,A,1,1,D,M Dean,10,26,3,6,7,14,9,13,0,0,0,0,1432.357923288931,1664.5656253519935,-1,3,1,10,26,3,6,7,14,0,0,0,1.9,4.4,1.0,0.6,10.8,8.2,4.0,2.6,0.8,1.4,10.2,8.8,2.28,1.6,-232.20770206306247,0.13785159685442158
E0,2021-05-16,19:00,Everton,Sheffield United,0,1,A,0,1,A,A Moss,16,10,6,3,8,12,11,4,1,3,0,0,1521.866203946962,1311.919536022748,-1,1,0,16,10,6,3,8,12,1,3,0,3.4,1.9,0.8,0.6,10.8,7.6,4.2,2.2,0.6,1.0,10.2,8.8,2.3400000000000003,1.42,209.94666792421413,0.13785159685442158
E0,2021-05-18,18:00,Man United,Fulham,1,1,D,1,0,H,L Mason,13,8,6,5,10,15,6,1,2,3,0,0,1634.7305032195347,1425.035596946148,0,2,0,13,8,6,5,10,15,2,3,0,3.0999999999999996,2.3,0.8,0.6,10.8,6.8,4.0,2.0,0.8,1.4,10.2,11.0,2.28,1.28,209.69490627338678,0.1378784995784301
E0,2021-05-18,18:00,Southampton,Leeds,0,2,A,0,0,D,P Bankes,18,15,3,7,10,12,4,5,0,3,0,0,1438.9424311376945,1515.2510168194,-2,2,0,18,15,3,7,10,12,0,3,0,2.7,3.6,,,,,,,,,,,,,-76.30858568170561,0.1378784995784301
E0,2021-05-18,20:15,Chelsea,Leicester,2,1,H,0,0,D,M Dean,17,7,6,3,15,16,6,5,2,4,0,0,1619.8697281259874,1569.450165761027,1,3,1,17,7,6,3,15,16,2,4,0,3.5,1.6,1.5,1.0,8.0,5.5,2.0,3.0,1.0,1.0,10.0,10.5,1.4,1.4500000000000002,50.419562364960484,0.1378784995784301
E0,2021-05-18,19:00,Brighton,Man City,3,2,H,0,1,A,S Attwell,19,8,6,4,13,11,5,3,3,3,0,1,1490.762674496923,1770.238415500836,1,5,1,19,8,6,4,13,11,3,4,0,3.7,2.0,0.0,2.0,7.0,6.0,1.0,4.0,1.0,1.0,12.0,11.0,1.0,1.8,-279.4757410039131,0.1378784995784301
E0,2021-05-19,18:00,Everton,Wolves,1,0,H,0,0,D,A Madley,14,9,4,3,11,11,7,12,0,2,0,0,1506.4653575918267,1484.073918945783,1,1,0,14,9,4,3,11,11,0,2,0,2.6,1.7999999999999998,1.0,1.0,9.666666666666666,6.666666666666667,3.3333333333333335,3.0,1.3333333333333333,0.6666666666666666,11.666666666666666,9.333333333333334,1.9666666666666666,1.5666666666666667,22.391438646043753,0.13789196917716143
E0,2021-05-19,18:00,Newcastle,Sheffield United,1,0,H,1,0,H,R Jones,16,11,5,1,7,7,5,2,0,2,0,0,1505.804786055977,1327.3203823778833,1,1,0,16,11,5,1,7,7,0,2,0,3.1,1.4000000000000001,0.75,0.75,10.25,7.5,3.0,2.5,1.25,1.0,13.0,9.75,1.9249999999999998,1.5,178.4844036780937,0.13789196917716143
E0,2021-05-19,18:00,Tottenham,Aston Villa,1,2,A,1,2,A,C Pawson,10,20,4,4,14,13,4,5,1,1,0,0,1585.6774549955637,1499.6135821471325,-1,3,1,10,20,4,4,14,13,1,1,0,2.2,3.2,0.8,0.6,11.6,7.4,3.6,2.4,1.4,1.0,12.4,11.2,2.2399999999999998,1.46,86.06387284843117,0.13789196917716143
E0,2021-05-19,19:00,Crystal Palace,Arsenal,1,3,A,0,1,A,A Taylor,12,6,6,3,7,7,6,7,2,1,0,0,1486.8629391603245,1598.4948582721108,-2,4,1,12,6,6,3,7,7,2,1,0,3.0,1.5,1.0,0.4,12.0,8.8,4.2,2.2,1.8,1.4,12.0,11.4,2.46,1.54,-111.63191911178637,0.13789196917716143
E0,2021-05-19,20:15,Burnley,Liverpool,0,3,A,0,1,A,C Kavanagh,10,20,4,3,10,7,6,7,0,0,0,0,1446.4798493470128,1668.726707207797,-3,3,1,10,20,4,3,10,7,0,0,0,2.2,2.9,0.4,0.6,10.4,8.8,3.8,2.0,2.0,1.8,13.2,11.0,2.1799999999999997,1.48,-222.2468578607843,0.13789196917716143
E0,2021-05-19,20:15,West Brom,West Ham,1,3,A,1,1,D,M Oliver,14,21,4,9,8,11,6,8,2,2,0,0,1428.1968414331275,1555.6696434218798,-2,4,1,14,21,4,9,8,11,2,2,0,2.6,4.8,0.4,0.6,8.6,8.0,2.8,2.0,1.6,2.0,11.6,10.6,1.7,1.4,-127.47280198875228,0.13789196917716143
E0,2021-05-23,16:00,Wolves,Man United,1,2,A,1,2,A,M Dean,14,9,4,4,14,3,6,2,4,1,0,0,1474.7175055547907,1629.3347914773149,-1,3,1,14,9,4,4,14,3,4,1,0,2.6,2.1,1.0,1.6,11.8,10.4,3.8,2.8,1.0,1.6,11.2,10.2,2.32,1.8800000000000001,-154.61728592252416,0.1379459696148204
E0,2021-05-23,16:00,Aston Villa,Chelsea,2,1,H,1,0,H,S Attwell,6,23,3,7,11,12,2,9,3,3,0,1,1512.0412467475217,1628.4286385362561,1,3,1,6,23,3,7,11,12,3,4,0,1.5,4.4,0.2,1.4,5.0,8.2,2.0,2.8,1.6,1.8,9.2,9.8,1.1,1.6600000000000001,-116.38739178873448,0.1379459696148204
E0,2021-05-23,16:00,Fulham,Newcastle,0,2,A,0,1,A,C Kavanagh,14,10,0,4,12,6,5,4,1,0,0,0,1430.4313086883678,1511.0764049340255,-2,2,0,14,10,0,4,12,6,1,0,0,1.4000000000000001,2.2,0.4,1.4,4.2,7.2,1.8,3.0,1.2,1.4,9.0,9.2,0.96,1.6200000000000003,-80.64509624565767,0.1379459696148204
E0,2021-05-23,16:00,Leeds,West Brom,3,1,H,2,0,H,D Coote,17,14,9,5,12,12,8,3,2,1,0,0,1523.089327141595,1421.7095803088885,2,4,1,17,14,9,5,12,12,2,1,0,4.4,2.9000000000000004,0.6,1.2,5.4,7.0,2.2,3.0,1.8,1.2,8.8,10.0,1.2,1.6,101.37974683270659,0.1379459696148204
E0,2021-05-23,16:00,Leicester,Tottenham,2,4,A,1,1,D,A Taylor,10,11,6,4,9,8,8,7,0,2,0,0,1560.8912553507582,1573.2497903951746,-2,6,1,10,11,6,4,9,8,0,2,0,2.8,2.3,0.8,1.0,5.8,8.0,2.4,3.0,1.8,1.2,9.6,11.0,1.3000000000000003,1.7,-12.358535044416385,0.1379459696148204
E0,2021-05-23,16:00,Liverpool,Crystal Palace,2,0,H,1,0,H,C Pawson,19,5,5,4,10,8,14,1,2,2,0,0,1673.0799053745457,1479.9697808153364,2,2,0,19,5,5,4,10,8,2,2,0,3.4000000000000004,1.7,0.8,0.4,6.6,8.0,2.4,2.2,2.2,1.2,10.0,11.2,1.3800000000000001,1.4600000000000002,193.11012455920923,0.1379459696148204
E0,2021-05-23,16:00,Man City,Everton,5,0,H,2,0,H,M Oliver,21,8,11,3,8,10,7,5,2,2,0,0,1753.5735442895057,1515.8217709828189,5,5,1,21,8,11,3,8,10,2,2,0,5.4,1.7,0.8,1.2,8.4,9.6,2.8,3.2,1.8,1.2,10.6,10.4,1.6800000000000002,1.92,237.7517733066868,0.1379459696148204
E0,2021-05-23,16:00,Sheffield United,Burnley,1,0,H,1,0,H,K Friend,12,10,3,3,11,1,8,9,3,1,0,0,1322.0487634998349,1442.1266511802642,1,1,0,12,10,3,3,11,1,3,1,0,2.1,1.9,1.0,1.0,10.4,8.8,3.4,2.6,1.6,1.4,11.2,11.0,2.06,1.6600000000000001,-120.07788768042928,0.1379459696148204
E0,2021-05-23,16:00,Arsenal,Brighton,2,0,H,0,0,D,J Moss,16,5,5,1,10,8,11,3,0,0,0,0,1605.3880166170989,1507.4275457082533,2,2,0,16,5,5,1,10,8,0,0,0,3.1,0.8,0.4,1.2,7.6,8.4,3.0,2.8,1.6,1.8,9.6,11.2,1.6600000000000001,1.6800000000000002,97.96047090884554,0.1379459696148204
E0,2021-05-23,16:00,West Ham,Southampton,3,0,H,2,0,H,M Atkinson,14,17,7,5,5,9,2,3,0,3,0,0,1562.1569045461188,1431.1041208154995,3,3,1,14,17,7,5,5,9,0,3,0,3.5,3.2,1.0,1.4,11.0,10.0,3.6,3.2,1.0,1.4,12.0,10.4,2.1800000000000006,1.9600000000000002,131.05278373061924,0.1379459696148204
E0,2021-08-13,20:00,Brentford,Arsenal,2,0,H,1,0,H,M Oliver,8,22,3,4,12,8,2,5,0,0,0,0,1547.6461606361145,1696.6599884136695,2,2,0,8,22,3,4,12,8,0,0,0,1.7,3.4000000000000004,4.8,2.0,19.4,8.8,7.8,3.4,0.2,1.6,7.8,7.4,4.28,1.9,-149.01382777755498,0.1390981593955311
E0,2021-08-14,12:30,Man United,Leeds,5,1,H,1,0,H,P Tierney,16,10,8,3,11,9,5,4,1,2,0,0,1614.6716786552222,1417.1064720771865,4,6,1,16,10,8,3,11,9,1,2,0,4.0,1.9,4.6,2.2,17.6,8.8,7.2,3.8,0.4,1.2,8.2,7.4,3.9200000000000004,2.0200000000000005,197.5652065780357,0.13911276893197963
E0,2021-08-14,15:00,Burnley,Brighton,1,2,A,1,0,H,D Coote,14,14,3,8,10,7,7,6,2,1,0,0,1399.407644251094,1548.8659083136713,-1,3,1,14,14,3,8,10,7,2,1,0,2.3,3.8,4.2,1.6,17.2,10.0,7.2,3.8,0.8,1.4,6.6,8.0,3.8800000000000003,2.14,-149.4582640625772,0.13911276893197963
E0,2021-08-14,15:00,Chelsea,Crystal Palace,3,0,H,2,0,H,J Moss,13,4,6,1,15,11,5,2,0,0,0,0,1499.3489764834558,1499.4685530606866,3,3,1,13,4,6,1,15,11,0,0,0,3.0999999999999996,0.7,3.2,1.6,19.6,11.4,6.6,4.6,1.2,1.6,6.6,9.8,3.9400000000000004,2.5200000000000005,-0.11957657723087323,0.13911276893197963
