iter	Logloss
382	0.5309480366
383	0.5307197571
384	0.5305528741
385	0.5302681772
386	0.5299729197
387	0.5296412819
388	0.5292323062
389	0.529053939
390	0.5288401554
391	0.5283955624
392	0.5280050177
393	0.527850663
394	0.5275201898
395	0.5271687156
396	0.5267639562
397	0.5265646684
398	0.5263276351
399	0.5259170532
400	0.5254906102
401	0.5251764398
402	0.5247956527
403	0.5245580974
404	0.5240458438
405	0.5237973665
406	0.5236235769
407	0.5234036897
408	0.5233239826
409	0.5229247645
410	0.5225315696
411	0.5223005596
412	0.5219172428
413	0.5217289172
414	0.5213715403
415	0.5212414792
416	0.5209927208
417	0.5207028841
418	0.5204656501
419	0.520241908
420	0.5198451394
421	0.5195721676
422	0.5192826522
423	0.5191337585
424	0.5189611736
425	0.5188091077
426	0.5186313428
427	0.5181647853
428	0.51774035
429	0.5174891422
430	0.5172320717
431	0.5167445534
432	0.5165099696
433	0.5161348042
434	0.5158033271
435	0.515402302
436	0.5149788706
437	0.51471397
438	0.514470512
439	0.5141789085
440	0.5140039544
441	0.513806313
442	0.513369751
443	0.5130198027
444	0.5125338103
445	0.5123998542
446	0.5120858443
447	0.5118170487
448	0.5114852905
449	0.5108799181
450	0.5105918884
451	0.5103314851
452	0.5097587987
453	0.5093460886
454	0.5089213321
455	0.5084630464
456	0.5081580714
457	0.5078043887
458	0.5076248169
459	0.5073695936
460	0.5070877075
461	0.5068219637
462	0.5065627249
463	0.5062586734
464	0.506108535
465	0.505820706
466	0.5056555899
467	0.5054534912
468	0.505162209
469	0.5048408107
470	0.5046567415
471	0.5042629844
472	0.5041144923
473	0.5039411846
474	0.5036506653
475	0.5033463328
476	0.5028868023
477	0.5025931509
478	0.5024463854
479	0.5021181207
480	0.5017660041
481	0.5016494751
482	0.5013899954
483	0.5012160452
484	0.5009533932
485	0.5007017437
486	0.5004495721
487	0.5000327662
488	0.4997468246
489	0.4992614746
490	0.4988825346
491	0.4987203498
492	0.4981835616
493	0.497734632
494	0.497205674
495	0.4969367579
496	0.4967203241
497	0.4965117605
498	0.4960649992
499	0.4959275095
500	0.4956738522
501	0.4954675373
502	0.4952480517
503	0.4948931242
504	0.4946330823
505	0.4944747925
506	0.4942292063
507	0.4939299734
508	0.4936243158
509	0.4933567649
510	0.4929973803
511	0.4927735981
512	0.4924458152
513	0.4923023425
514	0.492028126
515	0.4919049313
516	0.4913915534
517	0.491090634
518	0.4908517135
519	0.4905621579
520	0.4903851158
521	0.4901805677
522	0.4897442868
523	0.4891155042
524	0.4886460957
525	0.4882502104
526	0.4879651521
527	0.4877141852
528	0.4871388486
529	0.486817129
530	0.4864727623
531	0.486232878
532	0.4858774286
533	0.4855300903
534	0.4852714137
535	0.4848781385
536	0.4845016479
537	0.4841764751
538	0.4838872006
539	0.483390005
540	0.4830392938
541	0.4826666983
542	0.4824025204
543	0.4819735878
544	0.4817961843
545	0.4816559641
546	0.4813913044
547	0.4808810585
548	0.4804600766
549	0.4803404557
550	0.4800445155
551	0.4798061973
552	0.4795541462
553	0.4790802805
554	0.4787812082
555	0.4784062034
556	0.4781218278
557	0.4780505532
558	0.4775709453
559	0.4771281192
560	0.4766729254
561	0.4764164975
562	0.4758246572
563	0.4755950125
564	0.475387774
565	0.4751043219
566	0.4746478031
567	0.4741900795
568	0.4738245914
569	0.4733223765
570	0.4730881139
571	0.4729449624
572	0.4725589551
573	0.4721250032
574	0.4718710648
575	0.4716625013
576	0.4711504484
577	0.4710025988
578	0.4704889398
579	0.4701976174
580	0.4698287562
581	0.4696067409
582	0.4692123815
583	0.4689196135
584	0.4687576695
585	0.4683527093
586	0.4682608353
587	0.4679894297
588	0.467809898
589	0.4674444901
590	0.467127549
591	0.4666897422
592	0.4662435833
593	0.4659359581
594	0.465659252
595	0.4654237848
596	0.4650470131
597	0.4645506206
598	0.4641892283
599	0.4636955663
600	0.4633169074
601	0.4630256251
602	0.4629009448
603	0.462727356
604	0.4620983726
605	0.461772999
606	0.4613540649
607	0.4609880949
608	0.4607741506
609	0.4605033473
610	0.4600928859
611	0.4596845526
612	0.459491529
613	0.4592819214
614	0.4589694374
615	0.458659925
616	0.4584100021
617	0.4581602799
618	0.4577468069
619	0.457292095
620	0.4567831742
621	0.4566570081
622	0.4562848141
623	0.4560292696
624	0.4556794819
625	0.4552474574
626	0.4547835099
627	0.4542887637
628	0.4539387352
629	0.4536762438
630	0.4535279123
631	0.4533203527
632	0.4528202659
633	0.4525841562
634	0.4523162039
635	0.4517830297
636	0.4514780145
637	0.4514230829
638	0.4512392546
639	0.4507881566
640	0.4503761292
641	0.4500856098
642	0.4496256377
643	0.4493410211
644	0.4491836548
645	0.4489975779
646	0.4487941943
647	0.4484937166
648	0.4482370075
649	0.448040129
650	0.4478373076
651	0.4475314893
652	0.4471874839
653	0.4467589529
654	0.4464368318
655	0.4460252461
656	0.4457499454
657	0.4452946713
658	0.4447985197
659	0.4443659732
660	0.4441061723
661	0.4437551398
662	0.443349256
663	0.4430786133
664	0.4427483007
665	0.4425106249
666	0.4422381752
667	0.4419094688
668	0.4415506463
669	0.4412884361
670	0.4408589413
671	0.4405648482
672	0.4403287787
673	0.4399449399
674	0.4397534822
675	0.4392018368
676	0.43886783
677	0.4387067293
678	0.4382396497
679	0.4378661306
680	0.4375959296
681	0.4373156096
682	0.4369464272
683	0.4365727475
684	0.4363514147
685	0.4358310097
686	0.4352576005
687	0.4350412068
688	0.4347359105
689	0.4345176295
690	0.4343274568
691	0.4338364451
692	0.4333319011
693	0.4331650583
694	0.4327057688
695	0.4324813843
696	0.43204422
697	0.4316466482
698	0.431363156
699	0.4309897975
700	0.4305589375
701	0.4303086933
702	0.4299620779
703	0.4296313236
704	0.4291657699
705	0.4288656937
706	0.428476956
707	0.4281543129
708	0.4276717337
709	0.4275724712
710	0.4273462396
711	0.4270972001
712	0.4267129998
713	0.4263225355
714	0.4260586789
715	0.4257274828
716	0.4251678467
717	0.4247659382
718	0.424191766
719	0.4239166661
720	0.4237930699
721	0.4233641373
722	0.423093856
723	0.4228352998
724	0.4225488763
725	0.4223377027
726	0.4219981946
727	0.4217344184
728	0.4212700292
729	0.4209967764
730	0.4206032201
731	0.4201301976
732	0.4197315818
733	0.4193480642
734	0.4191139623
735	0.4187221728
736	0.4183571263
737	0.4180133217
738	0.4177579378
739	0.4175437526
740	0.4172556827
741	0.4170142726
742	0.416544061
743	0.4161403455
744	0.4158359728
745	0.4155580219
746	0.4152098003
747	0.4147334049
748	0.4143213372
749	0.4142108315
750	0.4139615912
751	0.4137229919
752	0.4132135492
753	0.4129013062
754	0.4125791449
755	0.4121321026
756	0.4118488513
757	0.4115046049
758	0.4112691377
759	0.4109231648
760	0.4104793749
761	0.410326265
762	0.4101103532
763	0.4098121242
764	0.4094697651
765	0.4092421281
766	0.4089154695
767	0.4086473967
768	0.4081031398
769	0.4077466061
770	0.407380596
771	0.4071557697
772	0.4068159405
773	0.4065961336
774	0.4062850149
775	0.4058306242
776	0.405381293
777	0.4051332574
778	0.404805595
779	0.4045201352
780	0.4041766518
781	0.4038911518
782	0.4036097075
783	0.4032163921
784	0.4031263653
785	0.4027379086
786	0.4026164808
787	0.4022348103
788	0.4018336246
789	0.4016567431
790	0.4011701885
791	0.4006377772
792	0.400040757
793	0.3995503476
794	0.3993690892
795	0.3990786101
796	0.3987417924
797	0.3983256691
798	0.398063499
799	0.3977314999
800	0.3975278352
801	0.3972789162
802	0.3969928541
803	0.3967064305
804	0.3964382774
805	0.3960503026
806	0.3957300287
807	0.3953381187
808	0.3948425695
809	0.3944832651
810	0.3941366095
811	0.3937307659
812	0.3933638322
813	0.39295317
814	0.3924590261
815	0.3923017803
816	0.3918723659
817	0.3915039866
818	0.3911842748
819	0.3909286901
820	0.3907501221
821	0.3905377037
822	0.3902693899
823	0.3897597464
824	0.3895364862
825	0.3891979017
826	0.3887686478
827	0.3884272124
828	0.3880588732
829	0.3877471924
830	0.3875941226
831	0.3873306274
832	0.3870435614
833	0.3865496987
834	0.3863049557
835	0.3859762493
836	0.3856430857
837	0.3853001243
838	0.3848314386
839	0.3845048603
840	0.3842012104
841	0.3838137978
842	0.3835159703
843	0.3832248085
844	0.3829234073
845	0.3826315227
846	0.3823606792
847	0.3819717006
848	0.3815807543
849	0.3813191866
850	0.3810895418
851	0.3807418823
852	0.3804202833
853	0.3801958184
854	0.3799708316
855	0.3797614248
856	0.3794337624
857	0.3792157625
858	0.3788534064
859	0.3784912511
860	0.3782553422
861	0.3778979653
862	0.3775047704
863	0.3772220411
864	0.3768129851
865	0.3765462775
866	0.3762260035
867	0.3758985821
868	0.3756150898
869	0.3754674811
870	0.3751444365
871	0.3749488027
872	0.3745380602
873	0.3743274889
874	0.3740617049
875	0.3738297312
876	0.3736098842
877	0.3731617978
878	0.3727820949
879	0.3724154021
880	0.3719847027
881	0.3717149032
882	0.3715152941
883	0.3711179231
884	0.3709391544
885	0.3705096596
886	0.3702856365
887	0.370037119
888	0.3695573104
889	0.3692469547
890	0.3688826712
891	0.3686695701
892	0.3683904547
893	0.3680710642
894	0.3678367213
895	0.3673975894
896	0.3670270418
897	0.3667437503
898	0.3664796528
899	0.3662041112
900	0.3657497205
901	0.3652717992
902	0.3648794475
903	0.3646035044
904	0.364132048
905	0.3639603464
906	0.3636299535
907	0.3632800052
908	0.3629303782
909	0.3626709787
910	0.3622843291
911	0.3620346069
912	0.3616987931
913	0.3613100554
914	0.3610462389
915	0.3608088443
916	0.3604413484
917	0.360025185
918	0.3598272223
919	0.3595377872
920	0.3591741462
921	0.3588057669
922	0.3584695113
923	0.3580532676
924	0.3577699762
925	0.3573373092
926	0.3570407667
927	0.356688891
928	0.3564769143
929	0.3562034607
930	0.3558488143
931	0.3557163439
932	0.3554331729
933	0.3551917628
934	0.3548994365
935	0.3546320865
936	0.3543804369
937	0.3541192306
938	0.3536579333
939	0.3533267373
940	0.3529926501
941	0.3526525799
942	0.3522897821
943	0.3520007886
944	0.3518038298
945	0.3515442698
946	0.3511248538
947	0.3507942601
948	0.3505065918
949	0.3501886468
950	0.3498221146
951	0.3495801022
952	0.3492189909
953	0.34903966
954	0.3488116616
955	0.3485876786
956	0.3482017517
957	0.3478606776
958	0.3476644817
959	0.3473360564
960	0.3471037614
961	0.3468154907
962	0.3465836374
963	0.3461830942
964	0.3460213912
965	0.3456995914
966	0.3453481975
967	0.3449864839
968	0.3447019878
969	0.3443442495
970	0.3440795095
971	0.343738315
972	0.3435260973
973	0.3430381775
974	0.3426447417
975	0.342414856
976	0.3421293961
977	0.3419089869
978	0.3416220414
979	0.3411800184
980	0.3410391557
981	0.3407546596
982	0.3405594274
983	0.3403774864
984	0.3400480572
985	0.3397432829
986	0.3393108167
987	0.339108437
988	0.3387303403
989	0.3384866012
990	0.3380813599
991	0.3378487436
992	0.3375160619
993	0.3372125726
994	0.336963252
995	0.3366516515
996	0.3363091318
997	0.3360905497
998	0.3357263264
999	0.3355693014
