Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,target_result,elo_home,elo_away,elo_diff,goals_home_last5,conceded_home_last5,shots_home_last5,shots_on_target_home_last5,corners_home_last5,fouls_home_last5,yellow_home_last5,red_home_last5,goals_away_last5,conceded_away_last5,shots_away_last5,shots_on_target_away_last5,corners_away_last5,fouls_away_last5,yellow_away_last5,red_away_last5,goal_diff_last5,chaos_index,disciplinary_index_home,disciplinary_index_away,form_home_last5_avg,form_away_last5_avg,h2h_avg_goals,h2h_draw_ratio,h2h_home_win_ratio,h2h_away_win_ratio,draw_tendency_index,draw_rate_home,draw_rate_away,elo_diff_close,elo_all,elo_weak_threshold,elo_strong_threshold,opponent_strength_home,opponent_strength_away,mask_HomeTeam_weak,mask_HomeTeam_average,mask_HomeTeam_strong,goals_vs_weak_home,goals_vs_average_home,goals_vs_strong_home,shots_vs_weak_home,shots_vs_average_home,shots_vs_strong_home,shots_on_vs_weak_home,shots_on_vs_average_home,shots_on_vs_strong_home,mask_AwayTeam_weak,mask_AwayTeam_average,mask_AwayTeam_strong,goals_vs_weak_away,goals_vs_average_away,goals_vs_strong_away,shots_vs_weak_away,shots_vs_average_away,shots_vs_strong_away,shots_on_vs_weak_away,shots_on_vs_average_away,shots_on_vs_strong_away,conversion_vs_weak_home,efficiency_vs_weak_home,conversion_vs_average_home,efficiency_vs_average_home,conversion_vs_strong_home,efficiency_vs_strong_home,conversion_vs_weak_away,efficiency_vs_weak_away,conversion_vs_average_away,efficiency_vs_average_away,conversion_vs_strong_away,efficiency_vs_strong_away
D2,2021-10-03,12:30,Sandhausen,Darmstadt,1.0,6.0,A,1.0,2.0,A,6.0,17.0,3.0,9.0,11.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,1.67,2.2,2.0,1497.0829328903617,1527.0355839749445,-29.95265108458284,3.0,2.0,11.0,6.0,4.0,18.0,5.0,0.0,1.4,2.2,11.8,4.6,3.0,15.6,3.0,0.0,1.6,63.4,0.2762430939226519,0.1910828025477707,1.5,0.8,4.0,0.0,0.5,0.0,0.0,0.0,0.2,0,1512.0592584326532,1488.9106024969647,1501.3786936039542,strong,average,False,False,True,,,3.0,,,11.0,,,6.0,False,True,False,1.0,1.4,2.5,12.0,12.2,13.25,6.0,4.4,5.5,,,,,0.2724795640326976,0.49916805324459235,0.08326394671107411,0.1663893510815308,0.11466011466011466,0.31746031746031744,0.1885369532428356,0.4537205081669692
D2,2021-10-17,12:30,Darmstadt,Werder Bremen,3.0,0.0,H,1.0,0.0,H,10.0,14.0,5.0,3.0,11.0,16.0,3.0,3.0,4.0,3.0,0.0,0.0,1.55,2.4,0.0,1540.7456182892631,1500.0,40.74561828926312,3.2,0.8,12.8,5.6,3.2,13.2,1.4,0.2,,,,,,,,,,,0.13533834586466165,,2.4,,,,,,0.1,0.1,,0,1520.3728091446314,1489.8017425709616,1503.2205391058967,average,strong,False,True,False,1.0,2.75,3.25,10.0,14.0,13.75,3.5,5.25,6.75,False,False,True,,,,,,,,,,0.0999000999000999,0.2849002849002849,0.19628836545324768,0.5228136882129277,0.23619186046511628,0.4807692307692308,,,,,,
D2,2021-10-23,12:30,Holstein Kiel,Darmstadt,1.0,1.0,D,1.0,1.0,D,18.0,15.0,6.0,6.0,15.0,11.0,4.0,6.0,4.0,3.0,0.0,0.0,1.63,2.26,1.0,1499.497892808127,1553.9945091488844,-54.49661634075733,2.0,3.0,19.0,7.0,3.0,12.0,2.0,0.0,2.0,2.0,13.0,5.6,2.8,12.4,2.8,0.0,0.0,62.199999999999996,0.1652892561983471,0.22399999999999998,0.0,0.8,3.5,0.0,0.0,0.5,0.0,0.0,0.2,0,1526.7462009785058,1490.901032634644,1505.8447539471922,strong,average,False,False,True,,,2.0,,,19.0,,,7.0,False,True,False,1.0,2.1666666666666665,2.3333333333333335,12.0,13.0,11.666666666666666,6.0,5.166666666666667,4.666666666666667,,,,,0.10520778537611783,0.28530670470756064,0.08326394671107411,0.1663893510815308,0.1665385600819882,0.41854475209272374,0.1998287182415073,0.4989308624376337
D2,2021-10-29,17:30,Darmstadt,Nurnberg,2.0,0.0,H,1.0,0.0,H,12.0,15.0,2.0,4.0,11.0,6.0,4.0,4.0,2.0,3.0,0.0,0.0,1.82,1.97,0.0,1551.6608085579387,1498.5870045441372,53.073804013801464,2.8,0.6,13.2,5.2,3.2,13.8,2.2,0.2,2.0,1.0,12.0,7.0,5.0,11.0,1.0,1.0,0.7999999999999998,58.2,0.18705035971223022,0.2702702702702703,2.4,1.5,4.0,0.0,0.0,0.5,0.1,0.1,0.0,0,1525.123906551038,1492.0003226983263,1507.3641090809977,average,strong,False,True,False,2.0,2.8,3.25,8.0,13.2,13.75,3.0,5.2,6.75,False,False,True,2.0,,,12.0,,,7.0,,,0.24968789013732834,0.6644518272425249,0.21196063588190764,0.5374280230326295,0.23619186046511628,0.4807692307692308,0.16652789342214822,0.28530670470756064,,,,
D2,2021-11-07,12:30,Schalke 04,Darmstadt,2.0,4.0,A,1.0,2.0,A,19.0,17.0,8.0,6.0,7.0,21.0,9.0,4.0,2.0,2.0,0.0,0.0,1.62,2.27,2.0,1500.0,1564.3870867241837,-64.38708672418375,,,,,,,,,2.2,1.6,15.0,6.4,3.8,11.4,2.8,0.0,,,,0.2434782608695652,,1.0,,,,,,,0.2,0,1532.193543362092,1492.535689869142,1508.9920720467057,strong,average,False,False,True,,,,,,,,,,False,True,False,,2.0,2.3333333333333335,,13.285714285714286,11.666666666666666,,5.285714285714286,4.666666666666667,,,,,,,,,0.1504244117331041,0.3776638791475587,0.1998287182415073,0.4989308624376337
D2,2021-11-20,12:30,Darmstadt,St Pauli,4.0,0.0,H,4.0,0.0,H,12.0,12.0,8.0,4.0,24.0,10.0,5.0,3.0,3.0,1.0,0.0,0.0,1.55,2.42,0.0,1576.6386647267843,1513.7108428107258,62.92782191605852,3.2,0.2,13.8,5.6,3.8,11.0,2.2,0.2,2.0,2.0,12.0,7.0,2.0,22.0,4.0,0.0,1.2000000000000002,64.6,0.23423423423423426,0.18099547511312217,3.0,0.5,4.5,0.5,0.0,0.0,0.1,0.1,0.5,0,1545.1747537687552,1492.6011212959029,1510.6864825404346,strong,strong,False,False,True,2.0,2.6666666666666665,3.0,8.0,13.0,12.333333333333334,3.0,4.666666666666667,7.0,False,False,True,,,2.0,,,12.0,,,7.0,0.24968789013732834,0.6644518272425249,0.20497053548552394,0.5702066999287241,0.24304617877396706,0.42796005706134094,,,,,0.16652789342214822,0.28530670470756064
D2,2021-11-27,12:30,Erzgebirge Aue,Darmstadt,1.0,2.0,A,0.0,0.0,D,9.0,17.0,5.0,7.0,10.0,11.0,1.0,7.0,0.0,1.0,0.0,0.0,1.68,2.18,2.0,1497.6466994730786,1588.951175667985,-91.30447619490633,3.0,0.0,17.0,9.0,5.0,14.0,1.0,0.0,2.6,1.6,15.2,6.4,4.4,13.4,2.4,0.0,0.3999999999999999,69.0,0.07092198581560284,0.17777777777777778,1.5,1.4,4.0,0.0,0.5,0.0,0.0,0.0,0.2,0,1543.2989375705317,1492.6665527226635,1511.611005080092,strong,average,False,False,True,,3.0,,,17.0,,,9.0,,False,True,False,,2.25,2.5,,13.75,10.5,,5.375,3.5,,,0.1763668430335097,0.33296337402885684,,,,,0.16351744186046513,0.4178272980501393,0.23786869647954328,0.7122507122507123
D2,2021-12-03,17:30,Darmstadt,Fortuna Dusseldorf,1.0,3.0,A,0.0,2.0,A,20.0,9.0,8.0,3.0,20.0,8.0,6.0,4.0,2.0,1.0,0.0,0.0,1.59,2.34,2.0,1600.0975510577032,1528.4220129433,71.67553811440325,2.8,0.0,12.2,5.4,3.8,13.8,2.4,0.2,2.0,1.0,9.0,4.0,4.0,15.0,1.0,0.0,0.7999999999999998,57.8,0.20143884892086328,0.06622516556291391,3.0,1.5,4.0,0.0,0.0,0.5,0.1,0.1,0.0,0,1564.2597820005017,1492.7195819514359,1512.4916253534145,strong,strong,False,False,True,2.0,2.6666666666666665,4.0,8.0,13.0,11.0,3.0,4.666666666666667,7.0,False,False,True,2.0,,,9.0,,,4.0,,,0.24968789013732834,0.6644518272425249,0.20497053548552394,0.5702066999287241,0.36330608537693004,0.5706134094151213,0.22197558268590456,0.49875311720698257,,,,
D2,2021-12-11,12:30,Paderborn,Darmstadt,0.0,1.0,A,0.0,0.0,D,9.0,17.0,2.0,4.0,12.0,15.0,3.0,8.0,2.0,4.0,0.0,0.0,1.55,2.42,2.0,1497.5385147226198,1582.046234194455,-84.50771947183534,2.0,3.0,17.0,2.0,7.0,10.0,3.0,0.0,2.8,1.4,16.2,6.8,5.0,12.4,1.8,0.0,-0.7999999999999998,67.60000000000001,0.297029702970297,0.14400000000000002,0.0,2.0,4.5,0.0,0.0,0.5,0.0,0.0,0.2,0,1539.7923744585373,1492.7609385232786,1513.3309258466568,strong,average,False,False,True,2.0,,,17.0,,,2.0,,,False,True,False,,2.125,2.5,,14.25,10.5,,5.875,3.5,0.11757789535567312,0.9950248756218907,,,,,,,0.14901823281907434,0.36108751062022093,0.23786869647954328,0.7122507122507123
D2,2021-12-19,12:30,Regensburg,Darmstadt,0.0,2.0,A,0.0,0.0,D,14.0,12.0,5.0,3.0,14.0,10.0,3.0,2.0,1.0,2.0,0.0,0.0,1.52,2.47,2.0,1515.3171782313043,1593.4680306759606,-78.15085244465627,1.0,1.0,16.0,4.0,7.0,18.0,4.0,0.0,2.8,1.0,16.6,6.4,5.2,12.6,2.2,0.0,-1.7999999999999998,75.4,0.22099447513812154,0.17322834645669294,0.5,2.6,1.3333333333333333,0.6666666666666666,0.0,0.0,0.5,0.5,0.2,0,1554.3926044536324,1492.802295095121,1514.5147123451604,strong,strong,False,False,True,1.0,,,16.0,,,4.0,,,False,False,True,,2.0,3.0,,14.555555555555555,11.0,,5.666666666666667,4.0,0.062460961898813235,0.24937655860349128,,,,,,,0.13731024486993668,0.35231943628890194,0.2724795640326976,0.7481296758104738
D2,2022-01-15,19:30,Darmstadt,Karlsruhe,2.0,2.0,D,0.0,1.0,A,27.0,12.0,11.0,2.0,8.0,9.0,8.0,7.0,1.0,1.0,0.0,0.0,1.61,2.29,1.0,1605.149763315107,1515.4509492064972,89.6988141086099,2.2,0.6,13.4,5.6,4.2,15.6,2.6,0.2,1.0,0.0,13.0,5.0,6.0,14.0,3.0,0.0,1.2000000000000002,66.19999999999999,0.1910828025477707,0.2127659574468085,2.4,1.5,3.6666666666666665,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,1560.3003562608021,1492.8504111943128,1515.5054667826173,average,strong,False,True,False,,2.6666666666666665,3.25,,13.0,13.25,,4.666666666666667,7.25,False,False,True,1.0,,,13.0,,,5.0,,,,,0.20497053548552394,0.5702066999287241,0.2450980392156863,0.4476584022038568,0.07686395080707148,0.1996007984031936,,,,
D2,2022-01-22,12:30,Ingolstadt,Darmstadt,0.0,2.0,A,0.0,1.0,A,9.0,33.0,3.0,10.0,13.0,18.0,1.0,6.0,2.0,3.0,0.0,0.0,1.72,2.1,2.0,1485.919172893344,1601.36096182957,-115.44178893622598,,,,,,,,,2.0,0.8,15.6,5.2,5.4,13.6,2.4,0.0,,,,0.17518248175182483,,2.6,,,,,,,0.2,0,1543.640067361457,1492.9057092913133,1516.291124655212,strong,weak,False,False,True,,,,,,,,,,True,False,False,,2.0,2.0,,14.555555555555555,12.0,,5.666666666666667,3.0,,,,,,,,,0.13731024486993668,0.35231943628890194,0.16652789342214822,0.6644518272425249
D2,2022-02-06,12:30,Darmstadt,Hamburg,0.0,5.0,A,0.0,3.0,A,14.0,15.0,2.0,9.0,13.0,5.0,9.0,5.0,1.0,0.0,0.0,0.0,1.61,2.3,2.0,1611.5526014166874,1498.873252345493,112.67934907119434,2.4,1.0,16.2,6.8,5.2,14.8,2.4,0.0,2.0,1.0,11.0,6.0,7.0,14.0,3.0,0.0,0.3999999999999999,68.2,0.1610738255033557,0.2127659574468085,2.0,1.5,3.3333333333333335,0.3333333333333333,0.0,0.3333333333333333,0.1,0.1,0.0,0,1555.2129268810902,1492.9610073883139,1516.4803977426848,average,strong,False,True,False,,2.5714285714285716,3.3333333333333335,,15.0,13.333333333333334,,5.571428571428571,7.666666666666667,False,False,True,2.0,,,11.0,,,6.0,,,,,0.17131436185400212,0.46071154338367043,0.2498126405196103,0.43421623968736434,0.18165304268846502,0.3327787021630616,,,,
D2,2022-02-13,12:30,Hannover,Darmstadt,2.0,2.0,D,1.0,1.0,D,17.0,16.0,5.0,4.0,12.0,21.0,7.0,4.0,2.0,5.0,0.0,0.0,1.72,2.1,1.0,1485.8692229385522,1591.8515210620064,-105.98229812345426,1.0,2.0,6.0,2.0,2.0,14.0,3.0,0.0,2.2,0.6,19.2,6.0,5.4,15.0,2.4,0.0,-1.2000000000000002,61.6,0.2127659574468085,0.15894039735099338,0.0,3.0,3.3333333333333335,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0,1538.8603720002793,1493.1283310856193,1517.1166127639274,strong,weak,False,False,True,,,1.0,,,6.0,,,2.0,True,False,False,2.0,2.25,2.0,33.0,15.75,12.0,10.0,6.125,3.0,,,,,0.1663893510815308,0.49751243781094534,0.06058770069675856,0.1998001998001998,0.14276649746192893,0.36674816625916873,0.16652789342214822,0.6644518272425249
D2,2022-02-20,12:30,Darmstadt,Hansa Rostock,1.0,1.0,D,1.0,0.0,H,21.0,5.0,3.0,3.0,10.0,21.0,5.0,2.0,2.0,3.0,0.0,0.0,1.67,2.17,1.0,1587.4127279811719,1517.028637472152,70.38409050901987,1.8,2.0,17.0,6.2,6.4,15.2,1.8,0.0,,,,,,,,,,,0.11764705882352942,,1.4,,,,,,0.1,0.1,,0,1552.2206827266618,1493.430085503291,1518.3115225351353,average,strong,False,True,False,,2.25,2.5,,14.875,16.0,,5.125,8.0,False,False,True,,,,,,,,,,,,0.15115888478333894,0.4381694255111977,0.1561524047470331,0.3121098626716604,,,,,,
D2,2022-02-26,19:30,Dresden,Darmstadt,0.0,1.0,A,0.0,0.0,D,13.0,23.0,3.0,9.0,7.0,10.0,7.0,5.0,3.0,1.0,0.0,0.0,1.86,1.92,2.0,1486.302668117926,1584.4149003884586,-98.11223227053256,,,,,,,,,1.8,0.6,19.0,5.6,5.4,15.0,3.0,0.0,,,,0.19867549668874174,,2.6,,,,,,,0.2,0,1535.3587842531924,1493.7318399209626,1519.6170393671478,strong,weak,False,False,True,,,,,,,,,,True,False,False,2.0,2.2857142857142856,2.0,24.5,15.714285714285714,12.0,7.0,6.142857142857143,3.0,,,,,,,0.08159934720522236,0.28530670470756064,0.14536204233669484,0.3714882749013234,0.16652789342214822,0.6644518272425249
D2,2022-03-04,17:30,Darmstadt,Heidenheim,3.0,2.0,H,0.0,1.0,A,23.0,12.0,9.0,5.0,14.0,13.0,7.0,1.0,3.0,1.0,0.0,0.0,1.84,1.95,0.0,1595.2881699767563,1516.356087337948,78.9320826388082,1.6,2.2,18.8,6.4,6.6,15.0,1.8,0.0,1.0,5.0,12.0,5.0,7.0,5.0,2.0,0.0,0.6000000000000001,64.4,0.11920529801324505,0.3921568627450981,1.0,0.0,4.0,0.0,0.3333333333333333,0.0,0.2,0.2,0.0,0,1555.822128657352,1493.9323135354773,1520.4277895735627,average,strong,False,True,False,,2.375,2.5,,16.375,16.0,,5.5,8.0,False,False,True,,,1.0,,,12.0,,,5.0,,,0.14494964906927066,0.4310344827586207,0.1561524047470331,0.3121098626716604,,,,,0.08326394671107411,0.1996007984031936
D2,2022-03-11,17:30,Darmstadt,Sandhausen,1.0,1.0,D,1.0,0.0,H,18.0,9.0,7.0,4.0,13.0,16.0,4.0,1.0,3.0,3.0,0.0,0.0,1.59,2.34,1.0,1606.9378407780723,1483.372898576043,123.56494220202921,1.4,2.6,21.0,6.6,7.0,13.0,1.8,0.0,1.0,2.0,11.0,4.0,10.0,9.0,4.0,0.0,0.3999999999999999,71.0,0.13740458015267176,0.43956043956043955,1.0,0.0,5.0,0.0,0.3333333333333333,0.0,0.2,0.2,0.0,0,1545.1553696770577,1493.9953346314219,1520.5573862989004,weak,strong,True,False,False,,2.0,2.5,,16.75,16.0,,5.5,8.0,False,False,True,1.0,,,11.0,,,4.0,,,,,0.11933174224343675,0.3629764065335753,0.1561524047470331,0.3121098626716604,0.09082652134423251,0.24937655860349128,,,,
D2,2022-03-19,19:30,Werder Bremen,Darmstadt,1.0,0.0,H,0.0,0.0,D,26.0,12.0,10.0,3.0,12.0,13.0,6.0,1.0,2.0,1.0,0.0,1.0,1.54,2.43,0.0,1486.7511091403787,1601.8172102976655,-115.06610115728677,,,,,,,,,1.6,0.4,20.2,6.0,5.0,14.8,3.0,0.0,,,,0.20134228187919462,,2.6,,,,,,,0.2,0,1544.2841597190222,1494.0583557273667,1521.2451685216222,strong,weak,False,False,True,,,,,,,,,,True,False,False,1.6666666666666667,2.5,2.0,24.0,16.333333333333332,12.0,7.666666666666667,6.333333333333333,3.0,,,,,,,0.06941552131056504,0.21710811984368217,0.1529675708749745,0.394114555964267,0.16652789342214822,0.6644518272425249
D2,2022-04-02,12:30,Darmstadt,Holstein Kiel,3.0,1.0,H,2.0,0.0,H,21.0,8.0,5.0,2.0,10.0,8.0,7.0,3.0,3.0,2.0,0.0,0.0,1.56,2.38,0.0,1582.023407977819,1501.8315933990727,80.19181457874629,1.4,2.2,20.6,6.4,6.6,11.6,2.0,0.0,2.0,0.0,15.0,5.0,7.0,9.0,0.0,0.0,-0.6000000000000001,69.80000000000001,0.17094017094017094,0.0,1.2,1.5,3.0,0.3333333333333333,0.0,0.3333333333333333,0.3,0.3,0.0,0,1541.927500688446,1494.3676920541952,1522.2010221130552,average,strong,False,True,False,1.0,1.7142857142857142,2.5,18.0,17.142857142857142,16.0,7.0,5.285714285714286,8.0,False,False,True,2.0,,,15.0,,,5.0,,,0.05552470849528039,0.14265335235378032,0.09994170067460646,0.32371189641219317,0.1561524047470331,0.3121098626716604,0.13324450366422386,0.3992015968063872,,,,
D2,2022-04-09,19:30,Nurnberg,Darmstadt,3.0,1.0,H,1.0,0.0,H,14.0,18.0,4.0,5.0,10.0,15.0,4.0,4.0,3.0,0.0,0.0,0.0,1.63,2.26,0.0,1485.8607263778922,1593.6214470550285,-107.7607206771363,2.0,3.0,13.0,4.0,3.0,13.0,2.0,0.0,1.4,0.6,19.2,5.8,3.6,14.4,2.4,0.2,0.6000000000000001,66.2,0.15267175572519084,0.19310344827586207,0.0,2.0,3.3333333333333335,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0,1539.7410867164604,1495.0559748900764,1523.4834185029076,strong,weak,False,False,True,2.0,,,13.0,,,4.0,,,True,False,False,1.25,2.8,2.0,21.0,16.6,12.0,6.5,6.4,3.0,0.15372790161414296,0.49875311720698257,,,,,0.05949547834364588,0.19201228878648235,0.168573148705599,0.4368174726989079,0.16652789342214822,0.6644518272425249
D2,2022-04-17,12:30,Darmstadt,Schalke 04,2.0,5.0,A,2.0,3.0,A,21.0,14.0,7.0,8.0,15.0,13.0,7.0,4.0,3.0,2.0,0.0,0.0,1.59,2.33,2.0,1574.1127034261433,1487.7484219973994,86.36428142874388,1.6,2.0,19.4,5.2,6.4,12.0,2.4,0.0,,,,,,,,,,,0.19834710743801653,,1.6,,,,,,0.3,0.3,,0,1530.9305627117715,1495.7442577259574,1524.5001872052158,weak,strong,True,False,False,1.0,2.0,2.5,18.0,18.285714285714285,16.0,7.0,5.285714285714286,8.0,False,False,True,,,,,,,,,,0.05552470849528039,0.14265335235378032,0.10931521824002498,0.3776638791475587,0.1561524047470331,0.3121098626716604,,,,,,
D2,2022-04-23,19:30,St Pauli,Darmstadt,1.0,2.0,A,0.0,2.0,A,22.0,9.0,8.0,4.0,9.0,12.0,5.0,2.0,3.0,4.0,0.0,0.0,1.55,2.4,2.0,1501.3983318695252,1555.4590037843973,-54.060671914872046,3.0,2.0,15.0,6.0,2.0,13.0,2.0,0.0,1.2,1.2,20.4,6.2,4.0,15.4,2.0,0.2,1.8,69.8,0.15267175572519084,0.15483870967741936,1.5,1.4,4.333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.2,0,1528.4286678269614,1496.6403851869359,1525.4926970670501,strong,average,False,False,True,3.0,,,15.0,,,6.0,,,False,True,False,1.2,2.0,2.0,20.4,16.5,12.0,6.2,5.75,3.0,0.19986675549633579,0.49916805324459235,,,,,0.058794708476237134,0.1932367149758454,0.12113870381586916,0.3472222222222222,0.16652789342214822,0.6644518272425249
D2,2022-04-30,19:30,Darmstadt,Erzgebirge Aue,6.0,0.0,H,4.0,0.0,H,19.0,3.0,9.0,0.0,6.0,8.0,12.0,2.0,0.0,0.0,0.0,0.0,1.4,2.88,0.0,1568.1436724327878,1486.5003240833603,81.64334834942747,2.0,2.0,20.8,6.2,6.0,12.4,2.8,0.0,1.0,4.0,13.0,5.0,3.0,7.0,3.0,1.0,1.0,62.199999999999996,0.22399999999999998,0.7042253521126761,1.6,0.0,3.6666666666666665,0.0,0.3333333333333333,0.0,0.3,0.3,0.0,0,1527.321998258074,1497.900240741835,1526.5068709860832,weak,strong,True,False,False,1.5,1.8333333333333333,2.5,19.5,19.666666666666668,16.0,7.0,5.333333333333333,8.0,False,False,True,1.0,,,13.0,,,5.0,,,0.07688364941055868,0.21398002853067047,0.09317296290022022,0.3431066749844043,0.1561524047470331,0.3121098626716604,0.07686395080707148,0.1996007984031936,,,,
D2,2022-05-06,17:30,Fortuna Dusseldorf,Darmstadt,2.0,1.0,H,2.0,0.0,H,8.0,19.0,5.0,7.0,11.0,13.0,1.0,8.0,1.0,5.0,1.0,1.0,1.55,2.39,0.0,1546.473329806548,1579.6823238211862,-33.208994014638165,3.0,2.0,13.0,4.0,1.0,11.0,1.0,0.0,1.2,1.4,15.6,5.0,3.2,14.2,2.2,0.2,1.8,58.0,0.0900900900900901,0.18181818181818185,1.5,1.4,4.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1,0,1563.077826813867,1499.160096296734,1526.7085073764422,strong,strong,False,False,True,,,3.0,,,13.0,,,4.0,False,False,True,1.2,2.25,2.0,20.4,15.0,12.0,6.2,5.25,3.0,,,,,0.23059185242121447,0.7481296758104738,0.058794708476237134,0.1932367149758454,0.14990006662225183,0.42775665399239543,0.16652789342214822,0.6644518272425249
D2,2022-05-15,14:30,Darmstadt,Paderborn,3.0,0.0,H,3.0,0.0,H,12.0,11.0,6.0,4.0,18.0,8.0,1.0,4.0,3.0,0.0,0.0,1.0,1.3,3.42,0.0,1563.2529267072903,1486.1167182411143,77.13620846617596,3.0,1.8,20.4,7.4,7.4,11.6,2.4,0.0,4.0,0.0,25.0,13.0,8.0,13.0,3.0,0.0,-1.0,85.39999999999999,0.20512820512820512,0.22900763358778625,2.0,1.5,3.3333333333333335,0.0,0.0,0.3333333333333333,0.3,0.3,0.0,0,1524.6848224742023,1500.0227945969802,1526.6793805021202,weak,strong,True,False,False,3.0,1.8,2.5,19.333333333333332,21.2,16.0,7.666666666666667,6.0,8.0,False,False,True,,,4.0,,,25.0,,,13.0,0.15509219369291746,0.3907946157186279,0.08486562942008487,0.2995008319467554,0.1561524047470331,0.3121098626716604,,,,,0.15993602558976408,0.3074558032282859
D2,2022-07-16,12:00,Sandhausen,Bielefeld,2.0,1.0,H,1.0,0.0,H,13.0,14.0,6.0,6.0,21.0,15.0,5.0,6.0,7.0,3.0,0.0,1.0,1.92,1.86,0.0,1488.49352905645,1500.0,-11.506470943550084,2.0,4.0,8.5,4.5,3.5,14.5,4.0,0.0,,,,,,,,,,,0.273972602739726,,1.0,,,,,,0.0,0.0,,1,1494.246764528225,1497.8620633007774,1526.4761384430822,average,weak,False,True,False,,,2.0,,,8.5,,,4.5,True,False,False,,,,,,,,,,,,,,0.23501762632197415,0.4434589800443459,,,,,,
D2,2022-07-16,12:00,Regensburg,Darmstadt,2.0,0.0,H,1.0,0.0,H,17.0,13.0,4.0,2.0,17.0,12.0,3.0,5.0,3.0,4.0,0.0,1.0,1.6,2.31,0.0,1503.6354455921578,1574.976348128515,-71.34090253635713,0.5,1.5,15.0,4.5,5.0,16.0,2.5,0.0,1.0,1.4,16.2,5.6,4.0,12.6,2.2,0.4,-0.5,68.8,0.15527950310559005,0.2362204724409449,0.3333333333333333,1.2,1.5,0.5,0.0,0.25,0.3333333333333333,0.3333333333333333,0.1,0,1539.3058968603364,1499.1219188556765,1526.7067940308937,strong,average,False,False,True,1.0,,0.0,16.0,,14.0,4.0,,5.0,False,True,False,1.2,1.6666666666666667,1.5,20.4,14.333333333333334,15.5,6.2,5.0,5.0,0.062460961898813235,0.24937655860349128,,,0.0,0.0,0.058794708476237134,0.1932367149758454,0.11619800139437601,0.33266799733865604,0.09671179883945842,0.29940119760479045
D2,2022-07-22,17:30,Darmstadt,Sandhausen,2.0,1.0,H,1.0,1.0,D,10.0,7.0,2.0,4.0,11.0,12.0,8.0,3.0,2.0,3.0,0.0,0.0,1.57,2.37,0.0,1556.938883519491,1503.9901217957363,52.948761723754615,3.0,1.4,18.2,6.8,6.2,12.4,2.4,0.0,1.0,1.5,10.0,4.0,5.5,12.5,3.5,0.0,2.0,64.8,0.192,0.2777777777777778,2.0,0.3333333333333333,4.25,0.25,0.25,0.0,0.3,0.3,0.3333333333333333,0,1530.4645026576136,1500.020722360891,1526.8613604344196,average,strong,False,True,False,3.0,1.8,1.0,17.5,21.2,20.0,7.25,6.0,8.0,False,False,True,1.0,,1.0,11.0,,9.0,4.0,,4.0,0.17133066818960593,0.4132231404958678,0.08486562942008487,0.2995008319467554,0.04997501249375312,0.12484394506866417,0.09082652134423251,0.24937655860349128,,,0.11098779134295228,0.24937655860349128
D2,2022-07-24,12:30,Bielefeld,Regensburg,0.0,3.0,A,0.0,1.0,A,9.0,13.0,4.0,5.0,10.0,19.0,4.0,1.0,0.0,0.0,0.0,0.0,1.71,2.1,2.0,1484.5034072607136,1521.6729102011818,-37.16950294046819,,,,,,,,,1.0,0.0,15.5,4.5,6.0,17.0,1.5,0.0,,,,0.08771929824561403,,1.3333333333333333,,,,,,,0.3333333333333333,0,1503.0881587309477,1500.0891061518319,1526.7342075596673,average,weak,False,True,False,,,,,,,,,,True,False,False,0.0,,2.0,16.0,,15.0,3.0,,6.0,,,,,,,0.0,0.0,,,0.13324450366422386,0.3327787021630616
D2,2022-08-06,19:30,Hansa Rostock,Bielefeld,2.0,1.0,H,1.0,0.0,H,17.0,14.0,4.0,4.0,7.0,8.0,7.0,7.0,1.0,0.0,0.0,0.0,2.04,1.76,0.0,1520.0264650648653,1471.1020493999652,48.92441566490015,2.0,1.0,13.0,5.0,7.0,11.0,2.0,0.0,1.0,2.0,14.0,6.0,6.0,15.0,3.0,1.0,1.0,66.0,0.1801801801801802,0.33112582781456956,1.5,0.0,,,,,0.0,0.0,0.0,0,1495.5642572324152,1499.083741414619,1526.7050806853454,weak,average,True,False,False,,,2.0,,,13.0,,,5.0,False,True,False,1.0,,,14.0,,,6.0,,,,,,,0.15372790161414296,0.3992015968063872,0.07137758743754462,0.1663893510815308,,,,
