Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,FTG,target_over25,elo_home,elo_away,elo_diff,home_team_target_enc,away_team_target_enc,home_team_avg_goals_enc,away_team_avg_goals_enc,league_avg_goals,league_over25_ratio,goals_vs_weak_home,conceded_vs_weak_home,shots_vs_weak_home,shots_on_vs_weak_home,conversion_vs_weak_home,efficiency_vs_weak_home,goals_vs_average_home,conceded_vs_average_home,shots_vs_average_home,shots_on_vs_average_home,conversion_vs_average_home,efficiency_vs_average_home,goals_vs_strong_home,conceded_vs_strong_home,shots_vs_strong_home,shots_on_vs_strong_home,conversion_vs_strong_home,efficiency_vs_strong_home,goals_vs_weak_away,conceded_vs_weak_away,shots_vs_weak_away,shots_on_vs_weak_away,conversion_vs_weak_away,efficiency_vs_weak_away,goals_vs_average_away,conceded_vs_average_away,shots_vs_average_away,shots_on_vs_average_away,conversion_vs_average_away,efficiency_vs_average_away,goals_vs_strong_away,conceded_vs_strong_away,shots_vs_strong_away,shots_on_vs_strong_away,conversion_vs_strong_away,efficiency_vs_strong_away,goals_home_last5_mean,goals_home_last5_median,goals_home_last5_var,conceded_home_last5_mean,conceded_home_last5_median,conceded_home_last5_var,shots_home_last5_mean,shots_home_last5_median,shots_home_last5_var,shots_on_target_home_last5_mean,shots_on_target_home_last5_median,shots_on_target_home_last5_var,corners_home_last5_mean,corners_home_last5_median,corners_home_last5_var,fouls_home_last5_mean,fouls_home_last5_median,fouls_home_last5_var,yellow_home_last5_mean,yellow_home_last5_median,yellow_home_last5_var,red_home_last5_mean,red_home_last5_median,red_home_last5_var,shot_conversion_rate_home,attacking_pressure_home,disciplinary_index_home,goal_per_shot_on_target_home,goals_away_last5_mean,goals_away_last5_median,goals_away_last5_var,conceded_away_last5_mean,conceded_away_last5_median,conceded_away_last5_var,shots_away_last5_mean,shots_away_last5_median,shots_away_last5_var,shots_on_target_away_last5_mean,shots_on_target_away_last5_median,shots_on_target_away_last5_var,corners_away_last5_mean,corners_away_last5_median,corners_away_last5_var,fouls_away_last5_mean,fouls_away_last5_median,fouls_away_last5_var,yellow_away_last5_mean,yellow_away_last5_median,yellow_away_last5_var,red_away_last5_mean,red_away_last5_median,red_away_last5_var,shot_conversion_rate_away,attacking_pressure_away,disciplinary_index_away,goal_per_shot_on_target_away,tempo_score,tempo_score_norm,conversion_rate_diff,attacking_pressure_diff,goal_per_shot_on_target_diff,disciplinary_index_diff,match_weight,elo_home_norm,elo_away_norm,home_advantage_weight,home_advantage_weight_norm,sample_uncertainty_weight,recent_goal_variance_raw,recent_goal_variance_weight,style_chaos_index,style_chaos_index_norm,style_chaos_diff,elo_all,elo_all_norm,elo_weak_threshold,elo_strong_threshold,home_xg_proxy,away_xg_proxy,xg_proxy_diff,low_tempo_index,defense_suppression_score,opponent_strength_home,opponent_strength_away,mask_HomeTeam_weak,mask_HomeTeam_average,mask_HomeTeam_strong,mask_AwayTeam_weak,mask_AwayTeam_average,mask_AwayTeam_strong,h2h_avg_goals_total,h2h_avg_goals_total_adj,h2h_over25_ratio
E0,2021-02-02,20:15,Newcastle,Crystal Palace,1,2,A,1,2,A,21,6,5,3,14,11,9,1,1,3,0,0,2.26,1.65,3,1,1435.0777630142036,1476.538114198921,-41.46035118471741,0.7091906721536352,0.6058527663465936,0.9030635573845454,0.5450388660265205,2.703883495145631,0.4854368932038835,,,,,,,,,,,,,1.1,1.7,10.4,3.5,0.10566762728146015,0.3133903133903134,,,,,,,,,,,,,1.1,1.8,11.1,3.8,0.09900990099009903,0.28871391076115493,1.0,1.0,0.49999999999999994,1.2,1.0,0.6999999999999997,12.4,12.0,32.8,4.2,5.0,4.7,4.6,4.0,7.3000000000000025,9.0,9.0,1.499999999999999,1.2,1.0,0.6999999999999998,0.0,0.0,0.0,0.08058017727639001,0.33843674456083805,0.13318534961154274,0.23752969121140144,1.2,0.0,4.7,1.8,1.0,2.7,10.6,12.0,35.8,3.2,2.0,7.2,3.4,3.0,3.299999999999999,12.6,12.0,11.8,1.6,1.0,2.3,0.2,0.0,0.2,0.11310084825636192,0.30160226201696516,0.15860428231562254,0.37383177570093457,38.4,-0.7904396385023321,-0.03252067097997191,0.03683448254387289,-0.13630208448953313,-0.0254189327040798,0.42182788873536026,-0.9242480429284285,-0.49578932762519057,-0.428458715303238,-0.2976828413249952,0.9060836356573063,5.2,1.824549292051046,52.6,-0.7101756065342466,-0.6000000000000014,1455.8079386065624,-1.0223622539038069,-0.5469460749969233,-0.1614755577485238,2.08,1.7,0.3800000000000001,0,0.2639458947249922,strong,strong,False,False,True,False,False,True,2.0,-0.703883495145631,0.4
E0,2021-02-02,20:15,Man United,Southampton,9,0,H,4,0,H,24,3,14,1,11,6,5,3,2,3,0,2,1.58,2.42,9,1,1581.4826629342083,1498.8210116563778,82.66165127783052,0.6933394299649445,0.17192501143118435,1.6014327084285935,0.6944063404968758,2.7342995169082127,0.48792270531400966,,,,,,,,,,,,,1.3,1.5,14.0,5.1,0.092790863668808,0.2544031311154599,,,,,,,,,,,,,1.3333333333333333,1.3333333333333333,8.555555555555555,3.2222222222222223,0.15566221299779479,0.4125128910278446,2.0,1.0,5.5,1.0,1.0,1.0,16.6,16.0,39.3,6.4,4.0,25.3,5.8,5.0,11.7,12.4,11.0,35.3,1.6,1.0,1.8000000000000003,0.0,0.0,0.0,0.12040939193257072,0.3853100541842263,0.12892828364222403,0.31201248049922,0.8,1.0,0.7000000000000004,1.0,1.0,0.4999999999999998,8.2,8.0,13.699999999999998,2.6,3.0,0.2999999999999999,4.4,4.0,2.7999999999999994,12.2,12.0,0.699999999999998,1.6,2.0,2.3,0.0,0.0,0.0,0.09744214372716202,0.31668696711327654,0.13104013104013107,0.30651340996168586,44.0,-0.09926281294714952,0.0229672482054087,0.06862308707094977,0.005499070537534123,-0.0021118473979070407,0.4221054983921655,0.6354288322270705,-0.2587513306535862,0.8941801628806567,0.6212549355061494,0.8287378931825503,6.2,1.9740810260220096,59.599999999999994,0.3471013070658039,9.999999999999996,1540.151837295293,0.27078121921342746,-0.5396437521849051,-0.15934069095126066,2.9400000000000004,1.3399999999999999,1.6000000000000005,0,0.23162690383988663,strong,strong,False,False,True,False,False,True,4.0,1.2657004830917873,0.5
E0,2021-02-02,18:00,Wolves,Arsenal,2,1,H,1,1,D,11,9,7,3,11,8,9,6,3,2,0,2,2.27,1.64,3,1,1442.5425700152334,1523.1816243819865,-80.63905436675304,0.6803332825280699,0.6933394299649445,1.3955189757658895,2.2561093329268918,2.735576923076923,0.49038461538461536,,,,,,,,,,,,,1.2,1.3,14.9,4.9,0.08048289738430583,0.24439918533604887,,,,,,,,,,,,,1.4,0.9,10.9,4.0,0.12832263978001832,0.3491271820448878,1.2,1.0,0.7,1.6,1.0,0.7999999999999999,14.8,12.0,24.700000000000003,5.2,6.0,2.700000000000001,7.2,6.0,7.2,14.2,12.0,50.2,2.4,2.0,0.8,0.0,0.0,0.0,0.08102633355840648,0.35111411208642807,0.1688951442646024,0.23032629558541265,1.8,1.0,2.7,1.0,1.0,1.0,13.0,11.0,22.0,4.8,3.0,17.7,5.2,5.0,5.2,7.0,6.0,12.0,1.8,2.0,1.2,0.0,0.0,0.0,0.13835511145272866,0.3689469638739431,0.25677603423680456,0.37422037422037424,50.2,0.6659686724889456,-0.05732877789432218,-0.017832851787515036,-0.1438940786349616,-0.08788088997220217,0.4212732170352734,-0.8447241549754526,0.00038870517451519015,-0.8451128601499678,-0.5871641501601506,0.8322253390894423,3.4000000000000004,1.4816045409242156,61.400000000000006,0.6189725134201046,11.000000000000004,1482.86209719861,-0.6075734055355818,-0.5544696803183966,-0.16044047081651744,2.5200000000000005,2.26,0.2600000000000007,0,0.3814980513929771,strong,strong,False,False,True,False,False,True,2.2,-0.5355769230769227,0.4
E0,2021-02-02,18:00,Sheffield United,West Brom,2,1,H,0,1,A,14,8,6,4,11,9,9,2,2,1,0,0,2.28,1.64,3,1,1367.6565077833814,1392.2185731493964,-24.562065366015077,0.4979423868312758,0.6474114718284815,0.8384392623075752,1.3842910125489003,2.736842105263158,0.49282296650717705,,,,,,,,,,,,,0.6,1.5,10.5,3.6,0.05708848715509039,0.16620498614958448,,,,,,,,,,,,,1.0,1.9,7.8,2.6,0.12804097311139565,0.3831417624521073,1.0,1.0,0.49999999999999994,1.8,2.0,1.6999999999999997,11.6,12.0,25.3,3.6,4.0,4.3,5.6,6.0,0.3000000000000047,13.4,13.0,4.800000000000003,2.4,2.0,1.3000000000000003,0.0,0.0,0.0,0.08613264427217916,0.31007751937984496,0.17897091722595077,0.2770083102493075,1.4,1.0,0.8000000000000003,1.6,2.0,0.30000000000000043,8.2,6.0,15.7,2.8,3.0,2.2,1.8,2.0,1.7,9.8,10.0,12.199999999999998,1.8,1.0,1.2,0.0,0.0,0.0,0.17052375152253352,0.34104750304506704,0.18348623853211007,0.4982206405693951,33.599999999999994,-1.3828769175496318,-0.08439110725035436,-0.03096998366522208,-0.22121233032008758,-0.004515321306159309,0.42155046165642207,-1.6424984070550857,-1.3927523529276211,-0.24974605412746453,-0.17351756971439491,0.9421472915983672,1.3000000000000003,0.8329091229351041,50.400000000000006,-1.0424626365228336,10.8,1379.9375404663888,-2.1855917427355855,-0.5620073411073828,-0.16154025068177422,1.8800000000000001,1.38,0.5000000000000002,0,0.3161342086269364,strong,strong,False,False,True,False,False,True,2.0,-0.736842105263158,0.5
E0,2021-02-03,20:15,Liverpool,Brighton,0,1,A,0,0,D,11,13,1,4,12,6,6,3,1,0,0,0,1.63,2.3,1,0,1580.4789034279986,1467.7692833079252,112.7096201200734,0.2962962962962964,0.3261697911903675,0.9813544683229188,0.8702433572118073,2.7285714285714286,0.49047619047619045,,,,,,,,,,,,,2.1,0.9,18.2,6.5,0.11532125205930807,0.32258064516129037,,,,,,,,,,,,,1.2,1.4,10.3,3.2,0.11639185257032007,0.37383177570093457,1.4,1.0,2.8,0.6,1.0,0.3000000000000002,17.8,17.0,33.20000000000001,5.6,6.0,12.299999999999997,7.6,7.0,8.3,10.0,8.0,9.500000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0786075238629983,0.3144300954519932,0.0999000999000999,0.24955436720142604,0.6,0.0,0.8,1.2,1.0,1.6999999999999997,9.2,9.0,11.2,3.0,4.0,1.9999999999999998,4.6,4.0,4.799999999999997,10.2,11.0,2.6999999999999997,0.8,1.0,0.7,0.0,0.0,0.0,0.06514657980456026,0.32573289902280134,0.07835455435847209,0.19933554817275748,47.800000000000004,0.36975003296529624,0.013460944058438035,-0.011302803570808151,0.050218819028668565,0.02154554554162781,0.42238329074699427,0.6247356075405459,-0.5890692125303201,1.213804820070866,0.8433224830003572,0.7801687042781106,3.5999999999999996,1.5260563034950492,59.400000000000006,0.3168933952486613,11.400000000000006,1524.124093367962,0.025047114309027226,-0.5613859300278279,-0.1594053838845111,2.9000000000000004,1.52,1.3800000000000003,0,0.1655872469264384,strong,strong,False,False,True,False,False,True,3.2,0.47142857142857153,0.6
E0,2021-02-03,20:15,Aston Villa,West Ham,1,3,A,0,0,D,9,20,2,10,11,15,7,3,1,1,0,0,1.7,2.17,4,1,1524.812788115104,1547.217325854953,-22.404537739849047,0.4599908550525836,0.5857338820301785,1.8930041152263377,1.5506274450033026,2.734597156398104,0.4928909952606635,,,,,,,,,,,,,2.125,1.375,18.0,6.625,0.11799000555247084,0.3202712886209495,,,,,,,,,,,,,1.5,1.3,12.1,4.2,0.12386457473162676,0.35629453681710216,1.8,2.0,1.6999999999999995,1.2,0.0,3.2,19.2,19.0,27.2,7.2,7.0,7.7,8.6,11.0,14.300000000000004,12.2,12.0,29.700000000000003,1.0,1.0,0.5,0.2,0.0,0.2,0.09370119729307652,0.3748047891723061,0.11466011466011466,0.24965325936199723,1.2,1.0,1.6999999999999997,1.2,1.0,1.6999999999999997,12.2,11.0,31.699999999999996,4.6,5.0,10.3,4.2,4.0,1.1999999999999995,9.2,8.0,12.700000000000001,0.6,0.0,0.8,0.0,0.0,0.0,0.09828009828009829,0.37674037674037675,0.06514657980456026,0.2603036876355749,56.00000000000001,1.3818303846710993,-0.004578900987021767,-0.0019355875680706625,-0.01065042827357765,0.0495135348555544,0.42266126592008224,0.03171479450286765,0.25607244396284157,-0.2243576494599739,-0.15587831494330576,0.9469595240152283,3.3999999999999995,1.4816045409242153,65.60000000000001,1.2533386615801358,14.400000000000002,1536.0150569850284,0.2073569461942183,-0.5546909628278518,-0.14793183320372624,3.3600000000000003,2.1399999999999997,1.2200000000000006,0,0.16243357459983526,strong,strong,False,False,True,False,False,True,3.6,0.8654028436018959,0.8
E0,2021-02-03,19:30,Leeds,Everton,1,2,A,0,2,A,16,10,7,6,12,12,7,1,2,3,0,0,1.65,2.26,3,1,1506.7666219722707,1528.4768766845136,-21.710254712242886,0.3298277701569884,0.46258192348727334,1.2812071330589851,1.6034141137021798,2.7358490566037736,0.49528301886792453,,,,,,,,,,,,,1.4444444444444444,1.5555555555555556,14.11111111111111,5.222222222222222,0.10228971594932725,0.276067105542578,,,,,,,,,,,,,1.4444444444444444,1.0,10.11111111111111,4.444444444444445,0.14271599516961248,0.32427039161885757,1.4,1.0,4.300000000000001,1.0,1.0,1.0,16.2,13.0,69.20000000000002,5.4,4.0,9.799999999999999,5.2,5.0,1.2,9.4,9.0,2.8,1.6,1.0,1.8,0.0,0.0,0.0,0.08636644046884638,0.33312769895126465,0.17003188097768332,0.2587800369685767,1.8,2.0,0.7000000000000001,0.8,1.0,0.7,9.0,9.0,9.999999999999998,5.0,6.0,3.5,4.6,5.0,1.3000000000000003,9.8,10.0,0.7000000000000011,1.8,2.0,3.2,0.0,0.0,0.0,0.1997780244173141,0.5549389567147613,0.18348623853211007,0.3592814371257485,45.400000000000006,0.07353139344164679,-0.11341158394846772,-0.2218112577634967,-0.1005014001571718,-0.013454357554426755,0.42293942403174406,-0.1605341536783078,0.05671782492416786,-0.21725197860247566,-0.15094146521932883,0.9485185516129859,5.000000000000001,1.7917594692280552,54.2,-0.4685123119970917,7.400000000000002,1517.621749328392,-0.0746454999221899,-0.5473886400158333,-0.13753311172520333,2.7,1.9,0.8000000000000003,0,0.30370243294307586,strong,strong,False,False,True,False,False,True,2.5,-0.23584905660377364,0.5
E0,2021-02-03,18:00,Fulham,Leicester,0,2,A,0,2,A,8,9,1,5,17,10,5,2,3,1,0,0,2.0,1.83,2,0,1426.7947029710779,1560.8073776768617,-134.01267470578387,0.43575674439871975,0.4002438652644415,0.5650053345526598,1.534776202814612,2.732394366197183,0.49295774647887325,,,,,,,,,,,,,0.7,1.5,11.5,3.8,0.060816681146828845,0.1837270341207349,,,,,,,,,,,,,2.1,1.0,12.2,4.8,0.171990171990172,0.43659043659043667,0.4,0.0,0.3000000000000001,0.8,1.0,0.7,10.2,10.0,1.1999999999999955,3.6,4.0,2.8000000000000007,3.2,2.0,6.700000000000001,11.2,11.0,15.2,2.2,2.0,0.7,0.2,0.0,0.20000000000000004,0.039177277179236046,0.35259549461312445,0.23193577163247103,0.110803324099723,1.6,2.0,0.3000000000000006,0.8,1.0,0.20000000000000023,15.0,17.0,15.999999999999996,4.0,4.0,1.4999999999999993,6.0,5.0,9.0,9.6,10.0,10.299999999999999,1.8,2.0,0.7,0.0,0.0,0.0,0.10659560293137908,0.2664890073284477,0.18730489073881376,0.39900249376558605,42.0,-0.34611167921685754,-0.06741832575214304,0.08610648728467674,-0.28819916966586306,0.04463088089365727,0.42321776520237375,-1.0124889229252494,0.4006388617168996,-1.413127784642149,-0.9818072991929909,0.7490458915050685,0.6000000000000008,0.470003629245736,55.199999999999996,-0.31747275291137117,-6.0000000000000036,1493.8010403239698,-0.439859757894466,-0.5400863172038152,-0.14191611486717448,1.7400000000000002,2.3,-0.5599999999999996,0,0.38717923333126586,strong,strong,False,False,True,False,False,True,4.333333333333333,1.60093896713615,0.6666666666666666
E0,2021-02-03,18:00,Burnley,Man City,0,2,A,0,2,A,2,17,0,6,8,5,1,3,2,1,0,0,1.63,2.29,2,0,1474.4316343272137,1621.027624973484,-146.59599064627037,0.46136259716506633,0.594573997866179,1.4554183813443073,2.6912056089010825,2.7289719626168223,0.49065420560747663,,,,,,,,,,,,,0.8888888888888888,1.1111111111111112,9.11111111111111,2.7777777777777777,0.09745401388719697,0.3188521323236349,,,,,,,,,,,,,1.6666666666666667,0.6666666666666666,16.11111111111111,5.666666666666667,0.10338410641670687,0.29359953024075164,1.4,1.0,1.3,1.0,1.0,0.5,8.8,10.0,5.6999999999999975,3.0,3.0,3.5,3.4,3.0,7.3,12.2,13.0,15.7,1.0,1.0,0.49999999999999994,0.0,0.0,0.0,0.1589103291713961,0.340522133938706,0.08190008190008191,0.46511627906976744,1.8,1.0,4.7,0.6,0.0,0.8,15.6,18.0,29.300000000000004,5.0,5.0,3.5000000000000004,6.0,6.0,9.499999999999998,10.8,10.0,24.700000000000003,1.2,1.0,0.7,0.0,0.0,0.0,0.11531069827033953,0.3203074951953876,0.11100832562442182,0.3592814371257485,41.8,-0.37079656584382864,0.04359963090105658,0.020214638743318414,0.10583484194401893,-0.029108243724339913,0.42349628955244445,-0.5050044037586686,1.0412416748644868,-1.5462460786231556,-1.0742946977899743,0.7318019283805176,6.0,1.9459101490553132,56.800000000000004,-0.07580945837421522,-8.0,1547.729629650349,0.38696238793959464,-0.5379333087974988,-0.13398963657710075,1.48,2.56,-1.08,0,0.1658240823264649,strong,strong,False,False,True,False,False,True,3.0,0.2710280373831777,0.5
E0,2021-02-04,20:00,Tottenham,Chelsea,0,1,A,0,1,A,7,18,2,2,20,14,2,7,2,3,0,0,1.96,1.86,1,0,1521.37333588701,1522.524697667879,-1.1513617808691379,0.5302545343697608,0.3151958542905046,1.3495402123660014,0.7617741197988114,2.7209302325581395,0.4883720930232558,,,,,,,,,,,,,1.5,1.2,10.8,4.9,0.13876040703052728,0.30549898167006106,,,,,,,,,,,,,1.4,1.2,13.8,4.8,0.10137581462708181,0.2910602910602911,1.4,1.0,1.2999999999999998,1.2,1.0,1.7,10.4,8.0,48.3,4.2,3.0,4.699999999999999,3.6,3.0,3.800000000000001,13.6,15.0,7.800000000000001,1.4,1.0,0.30000000000000016,0.2,0.0,0.2,0.1344860710854947,0.4034582132564842,0.13225569434239529,0.332541567695962,0.6,1.0,0.29999999999999993,1.6,2.0,1.2999999999999998,14.4,13.0,28.799999999999997,4.0,3.0,2.000000000000001,7.2,6.0,11.7,11.8,11.0,6.199999999999999,2.4,3.0,0.7999999999999998,0.0,0.0,0.0,0.04163775156141568,0.2775850104094379,0.20321761219305673,0.14962593516209477,43.800000000000004,-0.12394769957411979,0.09284831952407903,0.12587320284704628,0.18291563253386722,-0.07096191785066144,0.42377499720250855,-0.004926288591287606,-0.006599461098136356,0.0016731725068487502,0.0011624801365355938,0.9971298569802736,1.5999999999999996,0.9555114450274362,61.00000000000001,0.5585566897858161,-5.799999999999997,1521.9490167774445,-0.00830071689495602,-0.5364905506540377,-0.12705012688235956,1.8800000000000001,2.24,-0.3600000000000001,0,0.3026365385526209,strong,strong,False,False,True,False,False,True,2.2,-0.5209302325581393,0.4
E0,2021-02-06,17:30,Fulham,West Ham,0,0,D,0,0,D,20,8,2,1,11,10,7,3,1,2,0,1,1.99,1.83,0,0,1417.3096656439534,1561.2513827519285,-143.94171710797514,0.2905044962658132,0.723822588020119,0.37667022303510656,2.033751630002202,2.7083333333333335,0.4861111111111111,,,,,,,,,,,,,0.7,1.4,11.8,3.7,0.059271803556308206,0.18867924528301885,,,,,,,,,,,,,1.7,1.2,12.7,4.9,0.13375295043273014,0.34623217922606925,0.2,0.0,0.20000000000000012,1.0,1.0,1.0,9.8,10.0,2.1999999999999957,2.8,3.0,3.200000000000001,3.0,2.0,5.500000000000002,12.8,15.0,19.2,2.2,2.0,0.7,0.2,0.0,0.20000000000000004,0.020387359836901122,0.28542303771661565,0.2029664324746292,0.07117437722419931,1.4,1.0,2.3,1.2,1.0,1.6999999999999997,12.4,11.0,35.3,5.0,5.0,14.5,3.6,4.0,0.2999999999999996,10.2,8.0,19.700000000000003,0.4,0.0,0.3000000000000001,0.0,0.0,0.0,0.112812248186946,0.40290088638195004,0.039177277179236046,0.27944111776447106,36.6,-1.0126036181450688,-0.09242488835004488,-0.1174778486653344,-0.20826674054027175,0.16378915529539315,0.42517128917762254,-1.1135346760877867,0.40536203893566125,-1.5188967150234478,-1.055293015774872,0.7353729037859362,2.5,1.252762968495368,51.800000000000004,-0.8310072538028235,-0.5999999999999979,1489.2805241979408,-0.5091673902706844,-0.5350477925105765,-0.13044616142899818,1.54,2.24,-0.7000000000000002,0,0.21844788885263525,strong,strong,False,False,True,False,False,True,1.75,-0.9583333333333335,0.25
E0,2021-02-06,15:00,Newcastle,Southampton,3,2,H,3,1,H,6,14,4,5,11,14,0,7,2,1,1,0,1.99,1.83,5,1,1421.859301765992,1487.3239546850791,-65.46465291908703,0.8061271147690902,0.44795000762078957,0.9353757049230302,0.46293756033125055,2.71889400921659,0.48847926267281105,,,,,,,,,,,,,1.2,1.6,11.9,4.0,0.10075566750629722,0.29925187032418954,,,,,,,,,,,,,1.2,2.1,8.0,3.0,0.149812734082397,0.39867109634551495,0.8,1.0,0.19999999999999996,1.4,2.0,0.7999999999999998,14.2,12.0,47.2,3.8,5.0,2.7000000000000006,5.6,5.0,10.800000000000002,10.0,10.0,6.499999999999999,1.0,1.0,0.49999999999999983,0.0,0.0,0.0,0.056298381421534135,0.2674173117522871,0.0999000999000999,0.20997375328083992,0.6,0.0,0.8000000000000005,2.6,1.0,13.3,7.4,8.0,19.299999999999997,2.4,3.0,0.7999999999999998,4.2,3.0,3.1999999999999993,10.8,12.0,7.699999999999999,2.2,3.0,1.6999999999999997,0.4,0.0,0.8,0.08097165991902834,0.32388663967611336,0.27752081406105455,0.24896265560165978,37.6,-0.889179185010215,-0.024673278497494205,-0.05646932792382625,-0.03898890232081986,-0.17762071416095465,0.42461222115937625,-1.0650666107853746,-0.381053170472585,-0.6840134403127895,-0.4752361362813836,0.8593563388572345,1.0000000000000004,0.6931471805599455,52.199999999999996,-0.770591430168536,7.399999999999999,1454.5916282255357,-1.0410104768928108,-0.5379770287412401,-0.13421110377385728,2.1799999999999997,1.22,0.9599999999999997,0,0.35370786440374274,strong,strong,False,False,True,False,False,True,3.75,1.0311059907834101,0.75
E0,2021-02-06,20:00,Man United,Everton,3,3,D,2,0,H,14,6,5,3,14,10,5,1,2,1,0,0,1.69,2.2,6,1,1592.979719905507,1542.5407876904403,50.43893221506664,0.7955596199766297,0.6417212823248489,4.067621805619062,1.7356094091347867,2.7339449541284404,0.4908256880733945,,,,,,,,,,,,,2.1,1.2,15.1,6.1,0.13898080741230973,0.34369885433715225,,,,,,,,,,,,,1.5,1.0,10.1,4.6,0.1483679525222552,0.3253796095444686,3.8,2.0,12.700000000000001,1.0,1.0,1.0,19.2,19.0,36.699999999999996,8.8,9.0,27.7,6.0,5.0,11.0,12.0,11.0,35.5,1.8,1.0,1.7000000000000002,0.0,0.0,0.0,0.19781363872982818,0.45809474232170744,0.1498751040799334,0.4313280363223609,1.6,2.0,0.3000000000000001,0.6,1.0,0.3,9.2,10.0,10.2,4.8,6.0,2.7,3.8,4.0,3.7,10.2,10.0,1.7000000000000015,2.4,3.0,2.3,0.0,0.0,0.0,0.17372421281216072,0.5211726384364821,0.23506366307541626,0.33264033264033266,51.8,0.8634477655047114,0.024089425917667467,-0.06307789611477466,0.09868770368202823,-0.08518855899548286,0.42489166321652605,0.7579089807759078,0.20632499790499467,0.5515839828709131,0.383227324794086,0.8880227071691394,13.000000000000002,2.639057329615259,60.400000000000006,0.4679329543343829,14.000000000000004,1567.7602537979737,0.6940678369603716,-0.5365342705977789,-0.1272408517625977,3.6799999999999997,1.88,1.7999999999999998,0,0.3124030341528121,strong,strong,False,False,True,False,False,True,3.2,0.46605504587155977,0.4
E0,2021-02-06,12:30,Aston Villa,Arsenal,1,0,H,1,0,H,12,14,8,3,12,12,3,7,3,2,0,0,1.69,2.19,1,0,1510.7787312181285,1504.761353113867,6.017378104261525,0.639993903368389,0.7955596199766297,1.5953360768175586,1.8374062219512612,2.7260273972602738,0.4885844748858447,,,,,,,,,,,,,2.0,1.5555555555555556,17.0,6.111111111111111,0.11757789535567312,0.32673806498457075,,,,,,,,,,,,,1.2,1.1,10.5,3.7,0.11417697431018078,0.32345013477088946,1.4,1.0,1.2999999999999998,1.0,0.0,2.0000000000000004,17.2,15.0,48.2,5.6,5.0,9.3,7.8,7.0,12.700000000000001,12.0,11.0,30.000000000000004,1.0,1.0,0.5,0.2,0.0,0.2,0.08134805345729226,0.32539221382916905,0.11656952539550375,0.24955436720142604,2.0,1.0,2.0,1.0,1.0,1.0,12.6,11.0,24.8,5.0,3.0,16.5,4.6,5.0,1.3000000000000003,6.2,6.0,5.2,1.8,2.0,1.2,0.4,0.0,0.8,0.15860428231562254,0.39651070578905634,0.41867954911433175,0.3992015968063872,52.8,0.9868721986395653,-0.07725622885833028,-0.07111849195988729,-0.14964722960496118,-0.302110023718828,0.42405388827319784,-0.11779245572433826,-0.1955599686191383,0.07776751289480004,0.05403100316192188,0.9851795060291327,3.3,1.4586150226995167,60.400000000000006,0.4679329543343829,13.600000000000001,1507.770042165998,-0.22568986725844295,-0.5350915124543179,-0.1306676286257547,2.84,2.26,0.5800000000000001,0,0.48270188225178123,strong,strong,False,False,True,False,False,True,2.4,-0.32602739726027385,0.4
E0,2021-02-06,15:00,Burnley,Brighton,1,1,D,0,1,A,20,10,7,2,8,10,8,7,2,0,0,0,2.43,1.57,2,0,1465.4100514984643,1487.4715421685148,-22.06149067005049,0.3075750647767109,0.217446527460245,0.970278920896205,0.9134955714745383,2.7227272727272727,0.4863636363636364,,,,,,,,,,,,,0.8,1.2,8.4,2.5,0.09512485136741974,0.3187250996015937,,,,,,,,,,,,,1.0,1.4,10.3,3.0,0.09699321047526673,0.33222591362126247,1.2,1.0,1.7,1.2,1.0,0.7,7.6,10.0,15.299999999999997,2.4,3.0,5.3,2.0,2.0,1.0,12.6,13.0,10.3,1.4,1.0,0.29999999999999993,0.0,0.0,0.0,0.15768725361366623,0.31537450722733246,0.11102299762093576,0.49792531120331956,0.8,1.0,0.7,0.6,0.0,0.7999999999999998,9.4,9.0,12.799999999999997,3.0,4.0,1.9999999999999998,4.2,4.0,5.1999999999999975,9.2,9.0,5.699999999999999,0.6,0.0,0.8,0.0,0.0,0.0,0.08501594048884166,0.3188097768331562,0.06514657980456026,0.26578073089701,28.599999999999998,-1.9999990832239014,0.07267131312482457,-0.003435269605823743,0.23214458030630958,0.0458764178163755,0.42433296288522354,-0.6011128955030609,-0.37948318427494304,-0.22162971122811786,-0.1539830088734006,0.9477292025978811,2.4,1.2237754316221157,44.99999999999999,-1.8580762555857324,-0.5999999999999979,1476.4407968334895,-0.7060234746594358,-0.5380207486849813,-0.1344325709706135,1.2399999999999998,1.54,-0.30000000000000027,0,0.1564580676151571,strong,strong,False,False,True,False,False,True,1.75,-0.9727272727272727,0.25
