Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,target_goals_home,target_goals_away,target_shots_home,target_shots_away,target_shots_on_home,target_shots_on_away,target_corners_home,target_corners_away,target_fouls_home,target_fouls_away,target_yellows_home,target_yellows_away,target_reds_home,target_reds_away,shots_home_last5_mean,fouls_home_last5_mean,corners_home_last5_mean,shots_away_last5_mean,fouls_away_last5_mean,corners_away_last5_mean,shots_home_vs_away,fouls_home_vs_away,corners_home_vs_away,avg_shots_against_home,avg_fouls_against_home,avg_corners_against_home,avg_shots_against_away,avg_fouls_against_away,avg_corners_against_away,elo_home,elo_away,elo_diff,elo_all,elo_weak_threshold,elo_strong_threshold,opponent_strength_home,opponent_strength_away,mask_HomeTeam_weak,mask_HomeTeam_average,mask_HomeTeam_strong,goals_vs_weak_home,goals_vs_average_home,goals_vs_strong_home,shots_vs_weak_home,shots_vs_average_home,shots_vs_strong_home,shots_on_vs_weak_home,shots_on_vs_average_home,shots_on_vs_strong_home,mask_AwayTeam_weak,mask_AwayTeam_average,mask_AwayTeam_strong,goals_vs_weak_away,goals_vs_average_away,goals_vs_strong_away,shots_vs_weak_away,shots_vs_average_away,shots_vs_strong_away,shots_on_vs_weak_away,shots_on_vs_average_away,shots_on_vs_strong_away,conversion_vs_weak_home,efficiency_vs_weak_home,conversion_vs_average_home,efficiency_vs_average_home,conversion_vs_strong_home,efficiency_vs_strong_home,conversion_vs_weak_away,efficiency_vs_weak_away,conversion_vs_average_away,efficiency_vs_average_away,conversion_vs_strong_away,efficiency_vs_strong_away
N1,2020-12-19,20:00,Utrecht,For Sittard,1,1,D,0,0,D,21,14,5,7,7,9,12,2,1,2,0,0,1.44,2.72,1,1,21,14,5,7,12,2,7,9,1,2,0,0,19.2,10.2,8.2,11.2,13.6,1.6,1.7142857142857144,0.75,5.124999999999999,11.323076923076922,10.307692307692308,3.338461538461538,12.96923076923077,11.215384615384616,4.861538461538462,1485.4346680262452,1468.7981703667997,16.636497659445467,1477.1164191965224,1492.8231429377192,1506.8143818820774,weak,weak,True,False,False,1.0,,1.5,20.0,,16.75,6.0,,5.0,True,False,False,2.0,2.0,0.6666666666666666,5.0,15.0,12.666666666666666,1.0,5.0,4.666666666666667,0.04997501249375312,0.1663893510815308,,,0.08949880668257756,0.29940119760479045,0.3992015968063872,1.9801980198019802,0.13324450366422386,0.3992015968063872,0.05259006047856955,0.14255167498218102
N1,2020-12-19,19:00,Waalwijk,PSV Eindhoven,1,4,A,0,2,A,15,17,4,10,12,8,7,4,1,2,0,0,1.45,2.68,1,4,15,17,4,10,7,4,12,8,1,2,0,0,15.4,12.0,7.4,13.8,10.0,6.2,1.1159420289855073,1.2,1.1935483870967742,10.984615384615385,11.076923076923077,4.184615384615385,12.583333333333334,10.533333333333333,5.15,1490.15022678072,1563.8229949752508,-73.67276819453082,1526.9866108779854,1492.8336902309818,1507.1129036392942,strong,weak,False,False,True,1.3333333333333333,,1.5,14.333333333333334,,15.0,5.666666666666667,,8.0,True,False,False,,3.0,1.25,,12.0,12.25,,5.0,3.75,0.0929584011155008,0.23487962419260128,,,0.09993337774816789,0.18726591760299627,,,0.2497918401332223,0.5988023952095809,0.10195758564437195,0.3324468085106383
N1,2020-12-20,11:15,Vitesse,Feyenoord,1,0,H,1,0,H,12,24,4,4,22,14,4,8,4,1,0,0,1.68,2.17,1,0,12,24,4,4,4,8,22,14,4,1,0,0,12.8,14.4,4.8,20.6,11.4,6.2,0.6213592233009708,1.263157894736842,0.7741935483870968,11.566666666666668,10.916666666666666,4.8500000000000005,13.399999999999999,11.338461538461539,5.846153846153846,1544.4113751701746,1568.2585572623543,-23.847182092179764,1556.3349662162645,1492.9446828183427,1507.1574861934,strong,strong,False,False,True,2.5,,2.0,14.5,,12.666666666666666,5.0,,6.333333333333333,False,False,True,3.0,2.0,4.0,20.333333333333332,18.0,16.0,7.666666666666667,8.0,8.0,0.17229496898690558,0.49900199600798406,,,0.15777018143570867,0.3152916447714136,0.14746845813534326,0.3907946157186279,0.11104941699056078,0.24968789013732834,0.24984384759525294,0.4993757802746567
N1,2020-12-20,13:30,Den Haag,Ajax,2,4,A,0,4,A,5,30,3,12,6,3,2,11,0,0,0,0,1.22,4.09,2,4,5,30,3,12,2,11,6,3,0,0,0,0,8.0,9.2,3.0,28.0,8.8,10.8,0.2857142857142857,1.0454545454545452,0.27777777777777773,13.076923076923077,10.307692307692308,4.8769230769230765,12.683333333333332,10.866666666666667,5.0,1449.370553233353,1570.341595181112,-120.9710419477592,1509.8560742072325,1493.0556754057034,1507.271565916919,strong,weak,False,False,True,,2.0,1.0,,9.0,8.666666666666666,,3.0,3.3333333333333335,True,False,False,9.0,,1.5,36.0,,19.0,17.5,,4.5,,,0.22197558268590456,0.6644518272425249,0.1152516327314637,0.29910269192422734,0.24993057484032213,0.5139920045688178,,,0.07890583903208837,0.33259423503325947
N1,2020-12-20,13:30,Heerenveen,Heracles,1,2,A,0,1,A,16,8,2,2,10,12,6,3,1,2,1,0,1.56,2.4,1,2,16,8,2,2,6,3,10,12,1,2,1,0,13.4,7.4,5.6,9.2,10.8,5.0,1.456521739130435,0.6851851851851851,1.1199999999999999,11.385714285714286,10.657142857142857,4.171428571428572,12.846153846153847,10.676923076923078,5.184615384615385,1511.8493501220878,1438.236166603046,73.61318351904174,1475.042758362567,1492.8303268192435,1507.1864174687262,weak,strong,True,False,False,,4.0,1.0,,14.0,12.333333333333334,,5.0,5.333333333333333,False,False,True,1.0,,0.3333333333333333,5.0,,10.333333333333334,1.0,,2.3333333333333335,,,0.28551034975017847,0.7984031936127745,0.08101539292465568,0.1871490954460387,0.1996007984031936,0.9900990099009901,,,0.032226877215597804,0.1422475106685633
N1,2020-12-20,15:45,AZ Alkmaar,Willem II,5,3,H,2,2,D,19,11,8,5,9,10,3,3,0,1,0,0,1.47,2.63,5,3,19,11,8,5,3,3,9,10,0,1,0,0,17.4,9.2,7.4,8.8,11.2,4.4,1.9772727272727268,0.8214285714285714,1.6818181818181817,11.76923076923077,10.584615384615384,4.661538461538462,14.384615384615385,11.430769230769231,5.476923076923077,1551.5579344189646,1423.5072672222757,128.0506671966889,1487.5326008206202,1492.82260970333,1507.156135206912,weak,strong,True,False,False,1.5,,2.0,22.0,,12.0,7.5,,6.5,False,False,True,1.0,,0.3333333333333333,11.5,,8.0,3.0,,1.6666666666666667,0.06815084052703316,0.1997336884154461,,,0.16652789342214822,0.30721966205837176,0.08688097306689835,0.33222591362126247,,,0.04161464835622139,0.19880715705765406
N1,2020-12-22,19:00,PSV Eindhoven,VVV Venlo,4,1,H,1,1,D,29,4,9,1,6,9,10,3,0,0,0,0,1.31,3.38,4,1,29,4,9,1,10,3,6,9,0,0,0,0,16.8,9.8,6.0,9.2,14.0,3.0,1.8260869565217392,0.7000000000000001,2.0,11.316666666666668,10.366666666666667,4.583333333333333,14.583333333333334,10.950000000000001,6.0,1575.689116313479,1413.99757367022,161.69154264325903,1494.8433449918493,1492.8231124671827,1507.133168436615,weak,strong,True,False,False,3.5,2.0,1.5,19.0,6.0,10.0,8.5,3.0,5.0,False,False,True,1.5,,1.0,11.5,,10.666666666666666,4.0,,2.6666666666666665,0.1841136244082062,0.4112808460634548,0.3327787021630616,0.6644518272425249,0.14985014985014986,0.29940119760479045,0.13032145960034752,0.3740648379052369,,,0.09366219169528568,0.3735990037359901
N1,2020-12-22,20:00,Twente,Sparta Rotterdam,0,2,A,0,1,A,10,12,1,6,8,13,5,3,1,0,0,0,1.64,2.26,0,2,10,12,1,6,5,3,8,13,1,0,0,0,11.2,13.6,4.4,13.0,13.0,4.2,0.8615384615384615,1.0461538461538462,1.0476190476190477,12.816666666666668,10.866666666666667,4.3,11.483333333333334,11.25,4.8,1524.662013290567,1510.763585333514,13.898427957053173,1517.7127993120405,1492.8269634075054,1507.1814087364794,strong,strong,False,False,True,2.5,,1.0,11.0,,13.666666666666666,5.5,,5.333333333333333,False,False,True,2.5,,0.5,19.0,,7.5,8.0,,2.5,0.22706630336058128,0.4537205081669692,,,0.073117231294175,0.1871490954460387,0.1315097317201473,0.3121098626716604,,,0.06657789613848203,0.19920318725099603
N1,2020-12-22,15:30,For Sittard,Waalwijk,2,1,H,1,1,D,18,10,7,4,10,11,8,5,3,1,0,0,1.56,2.41,2,1,18,10,7,4,8,5,10,11,3,1,0,0,10.8,11.8,3.6,7.8,13.4,4.4,1.3846153846153848,0.8805970149253731,0.8181818181818181,12.783333333333333,10.533333333333333,4.916666666666667,12.383333333333333,10.9,4.833333333333333,1469.5158772605764,1478.2841054424919,-8.768228181915447,1473.899991351534,1492.8225944680619,1507.154784220424,weak,weak,True,False,False,2.5,,1.0,8.5,,9.5,5.0,,4.5,True,False,False,0.5,,1.0,4.0,,11.0,1.0,,4.666666666666667,0.2937720329024677,0.49900199600798406,,,0.10515247108307045,0.22172949002217296,0.12468827930174564,0.49504950495049505,,,0.09082652134423251,0.21382751247327156
N1,2020-12-22,17:45,FC Emmen,Utrecht,2,3,A,2,1,H,15,16,4,6,10,12,4,3,0,0,0,0,1.54,2.45,2,3,15,16,4,6,4,3,10,12,0,0,0,0,14.2,10.4,4.4,11.8,10.8,5.8,1.2033898305084745,0.9629629629629629,0.7586206896551725,11.283333333333333,10.35,4.216666666666667,13.049999999999999,10.883333333333333,4.8500000000000005,1428.165865254505,1484.7169611324684,-56.55109587796346,1456.4414131934868,1492.8179688296193,1507.131817450127,weak,weak,True,False,False,1.5,,1.0,22.0,,7.333333333333333,7.5,,2.0,True,False,False,1.0,,0.6666666666666666,6.0,,15.0,3.5,,7.0,0.06815084052703316,0.1997336884154461,,,0.13617793917385385,0.49751243781094534,0.1663893510815308,0.2849002849002849,,,0.04441483455474128,0.0951022349025202
N1,2020-12-23,15:30,AZ Alkmaar,Vitesse,3,1,H,2,0,H,11,16,4,5,11,11,4,3,0,0,0,0,1.67,2.2,3,1,11,16,4,5,4,3,11,11,0,0,0,0,15.6,9.2,7.0,14.8,11.4,2.8,1.054054054054054,0.8070175438596491,2.5,11.76923076923077,10.584615384615384,4.661538461538462,14.327272727272726,12.163636363636364,5.254545454545454,1561.2669689212596,1560.4393270160954,0.8276419051642279,1560.8531479686776,1492.8220764689408,1507.1764000042328,strong,strong,False,False,True,2.6666666666666665,,2.0,21.0,,12.0,7.666666666666667,,6.5,False,False,True,2.0,,1.3333333333333333,14.5,,17.666666666666668,4.0,,4.666666666666667,0.1269236871331112,0.34737299174989145,,,0.16652789342214822,0.30721966205837176,0.13783597518952448,0.49875311720698257,,,0.07542900245144256,0.28510334996436204
N1,2020-12-23,17:45,Willem II,Ajax,1,1,D,0,1,A,10,32,5,8,6,7,0,12,0,1,0,0,1.26,3.79,1,1,10,32,5,8,0,12,6,7,0,1,0,0,11.2,9.2,5.4,30.6,8.4,11.0,0.3660130718954248,1.0952380952380951,0.49090909090909096,12.945454545454545,10.436363636363636,5.127272727272727,12.683333333333332,10.866666666666667,5.0,1413.7982327199807,1580.3201526062448,-166.5219198862642,1497.0591926631128,1492.8225792327935,1507.1534332339359,strong,weak,False,False,True,2.0,,0.75,8.0,,11.0,5.0,,5.5,True,False,False,7.333333333333333,,1.5,34.0,,19.0,15.666666666666666,,4.5,0.24968789013732834,0.3992015968063872,,,0.0681198910081744,0.13611615245009076,0.21562285602273842,0.4677865192430364,,,0.07890583903208837,0.33259423503325947
N1,2020-12-23,19:00,Den Haag,Zwolle,0,2,A,0,0,D,8,20,1,6,10,9,4,4,1,1,0,0,1.68,2.18,0,2,8,20,1,6,4,4,10,9,1,1,0,0,7.4,8.2,3.2,12.2,10.0,3.6,0.6065573770491804,0.82,0.888888888888889,13.076923076923077,10.307692307692308,4.8769230769230765,13.549999999999999,10.416666666666666,5.383333333333333,1439.3919958082201,1475.510157454398,-36.118161646177896,1457.4510766313092,1492.8178443557006,1507.1304664636389,weak,weak,True,False,False,,2.0,1.25,,9.0,7.75,,3.0,3.25,True,False,False,1.6666666666666667,1.0,0.0,15.333333333333334,10.0,6.0,4.333333333333333,5.0,3.0,,,0.22197558268590456,0.6644518272425249,0.16108247422680413,0.3834355828220859,0.10862480990658266,0.3837298541826555,0.0999000999000999,0.1996007984031936,0.0,0.0
N1,2020-12-23,19:00,Groningen,Heracles,0,1,A,0,0,D,13,8,5,2,15,10,5,1,1,0,0,0,2.07,1.76,0,1,13,8,5,2,5,1,15,10,1,0,0,0,12.0,11.6,4.6,7.0,10.4,3.4,1.7142857142857142,1.1153846153846154,1.352941176470588,11.049999999999999,10.566666666666666,4.416666666666667,12.846153846153847,10.676923076923078,5.184615384615385,1581.1619456344122,1456.3675849874678,124.79436064694437,1518.76476531094,1492.8219519950221,1507.1750490177449,weak,strong,True,False,False,1.5,2.0,0.6666666666666666,16.0,8.0,11.333333333333334,4.5,4.0,2.3333333333333335,False,False,True,1.0,,0.75,5.0,,9.75,1.0,,2.25,0.09369144284821986,0.33259423503325947,0.24968789013732834,0.49875311720698257,0.05877167205406993,0.2844950213371266,0.1996007984031936,0.9900990099009901,,,0.07684426229508197,0.33185840707964603
N1,2020-12-23,20:00,Feyenoord,Heerenveen,3,0,H,0,0,D,28,11,9,4,9,9,6,1,0,1,0,0,1.48,2.6,3,0,28,11,9,4,6,1,9,9,0,1,0,0,15.4,9.6,6.4,14.2,12.2,4.0,1.0845070422535212,0.7868852459016393,1.6,11.383333333333333,10.266666666666667,4.05,12.618181818181819,10.527272727272727,5.4363636363636365,1552.2306054164335,1493.717931737666,58.51267367876744,1522.9742685770498,1492.8225639975253,1507.3366794361252,average,strong,False,True,False,0.0,1.0,2.3333333333333335,20.0,9.0,14.666666666666666,7.0,2.0,6.333333333333333,False,False,True,1.0,4.0,1.0,14.333333333333334,12.0,12.0,4.666666666666667,6.0,4.5,0.0,0.0,0.11098779134295228,0.49751243781094534,0.15898251192368842,0.36784025223331585,0.06971880083662561,0.21382751247327156,0.33305578684429643,0.6655574043261232,0.08326394671107411,0.22172949002217296
N1,2020-12-27,13:30,Utrecht,AZ Alkmaar,2,2,D,1,0,H,14,12,6,6,13,4,8,4,3,0,0,0,1.55,2.4,2,2,14,12,6,6,8,4,13,4,3,0,0,0,14.4,11.4,6.6,15.2,8.6,5.8,0.9473684210526316,1.3255813953488373,1.1379310344827587,11.323076923076922,10.307692307692308,3.338461538461538,12.75,11.15,4.8,1497.2967890630623,1576.2312368154762,-78.93444775241392,1536.7640129392694,1492.823066761378,1507.4392104363267,strong,average,False,False,True,1.0,,1.5,20.5,,16.75,5.5,,5.0,False,True,False,2.0,,3.3333333333333335,18.0,,14.333333333333334,7.0,,6.333333333333333,0.04875670404680643,0.18148820326678766,,,0.08949880668257756,0.29940119760479045,0.11104941699056078,0.28530670470756064,,,0.23239600278875203,0.5254860746190226
N1,2021-01-09,17:45,FC Emmen,Twente,1,4,A,0,3,A,8,10,1,6,13,12,2,2,0,1,0,0,1.65,2.22,1,4,8,10,1,6,2,2,13,12,0,1,0,0,12.4,11.4,3.8,14.6,11.8,6.0,0.8493150684931507,0.9661016949152542,0.6333333333333333,11.283333333333333,10.35,4.216666666666667,12.646153846153847,10.953846153846154,5.046153846153846,1415.5860373239111,1509.0622897859098,-93.47625246199868,1462.3241635549105,1492.8218275211032,1507.4168191520712,strong,weak,False,False,True,1.6666666666666667,,1.0,19.666666666666668,,7.333333333333333,6.333333333333333,,2.0,True,False,False,3.0,,1.5,19.0,,11.0,8.666666666666666,,4.0,0.08470269354565474,0.2627430373095113,,,0.13617793917385385,0.49751243781094534,0.15781167806417673,0.34575489819439115,,,0.1362397820163488,0.3740648379052369
N1,2021-01-09,15:30,Waalwijk,Den Haag,0,1,A,0,1,A,17,11,5,5,19,14,2,5,1,2,0,0,1.6,2.33,0,1,17,11,5,5,2,5,19,14,1,2,0,0,17.2,12.0,7.4,6.8,9.8,2.4,2.5294117647058822,1.2244897959183672,3.0833333333333335,10.984615384615385,11.076923076923077,4.184615384615385,14.066666666666668,10.85,5.566666666666666,1462.9056309492325,1425.9457491172345,36.95988183199802,1444.4256900332334,1492.8134877685416,1507.3316707038784,weak,weak,True,False,False,1.3333333333333333,,1.3333333333333333,14.333333333333334,,15.0,5.666666666666667,,6.666666666666667,True,False,False,1.5,0.5,1.0,11.0,5.5,8.0,3.5,1.5,4.0,0.0929584011155008,0.23487962419260128,,,0.08882966910948256,0.19970044932601097,0.1362397820163488,0.4273504273504274,0.09074410163339383,0.33112582781456956,0.12484394506866417,0.24937655860349128
N1,2021-01-09,19:00,Heracles,Vitesse,0,2,A,0,1,A,12,12,5,3,7,13,3,7,3,1,0,0,1.86,1.95,0,2,12,12,5,3,3,7,7,13,3,1,0,0,13.6,12.4,4.2,13.2,12.6,3.6,1.0303030303030303,0.9841269841269842,1.1666666666666667,11.416666666666666,11.366666666666667,3.9,14.327272727272726,12.163636363636364,5.254545454545454,1476.535051368064,1545.4750591218788,-68.94000775381483,1511.0050552449713,1492.8175954078629,1507.4383855150093,strong,weak,False,False,True,0.5,,2.0,19.0,,9.0,5.0,,3.3333333333333335,True,False,False,2.0,,1.25,14.5,,17.25,4.0,,4.75,0.026301946344029457,0.0998003992015968,,,0.22197558268590456,0.5982053838484547,0.13783597518952448,0.49875311720698257,,,0.0724217844727694,0.26260504201680673
N1,2021-01-09,20:00,Utrecht,Groningen,2,2,D,1,2,A,19,7,6,2,11,6,9,2,2,1,0,0,1.84,1.95,2,2,19,7,6,2,9,2,11,6,2,1,0,0,15.8,12.2,7.0,12.0,9.6,5.4,1.3166666666666667,1.2708333333333333,1.2962962962962963,11.323076923076922,10.307692307692308,3.338461538461538,13.116666666666667,11.4,5.116666666666666,1500.6472152777321,1560.994479253816,-60.34726397608392,1530.820847265774,1492.8217030471844,1507.4656079184858,strong,average,False,False,True,1.0,,1.6,20.5,,16.2,5.5,,5.2,False,True,False,3.0,,1.6666666666666667,17.0,,12.0,10.0,,3.3333333333333335,0.04875670404680643,0.18148820326678766,,,0.09870450339296731,0.3071017274472169,0.1763668430335097,0.2997002997002997,,,0.13877324451845685,0.4985044865403789
N1,2021-01-09,19:00,Zwolle,AZ Alkmaar,1,1,D,1,0,H,5,15,2,4,8,10,3,11,1,0,0,0,1.58,2.36,1,1,5,15,2,4,3,11,8,10,1,0,0,0,13.4,11.2,5.2,13.6,9.4,6.4,0.9852941176470589,1.1914893617021276,0.8125,10.766666666666666,10.733333333333334,3.85,12.75,11.15,4.8,1488.9564041453837,1572.8808106008064,-83.92440645542274,1530.918607373095,1492.8225335269888,1507.4872330729754,strong,weak,False,False,True,0.0,1.0,1.0,18.0,10.0,14.0,4.5,4.0,4.0,True,False,False,2.0,2.0,3.3333333333333335,18.0,12.0,14.333333333333334,7.0,6.0,6.333333333333333,0.0,0.0,0.0999000999000999,0.24937655860349128,0.07137758743754462,0.24937655860349128,0.11104941699056078,0.28530670470756064,0.16652789342214822,0.3327787021630616,0.23239600278875203,0.5254860746190226
N1,2021-01-10,11:15,Sparta Rotterdam,Feyenoord,0,2,A,0,1,A,11,13,1,3,10,10,6,4,2,0,0,0,1.57,2.36,0,2,11,13,1,3,6,4,10,10,2,0,0,0,14.0,9.2,5.2,19.6,11.8,6.4,0.7142857142857142,0.7796610169491525,0.8125,11.890909090909092,10.127272727272727,4.254545454545454,13.399999999999999,11.338461538461539,5.846153846153846,1526.3633088381712,1564.7280257825967,-38.36471694442548,1545.545667310384,1492.8230362908414,1507.5,strong,strong,False,False,True,3.0,,2.3333333333333335,13.0,,15.666666666666666,6.666666666666667,,5.666666666666667,False,False,True,3.0,2.0,2.0,20.333333333333332,18.0,20.0,7.666666666666667,8.0,6.0,0.23059185242121447,0.4493260109835247,,,0.1488411652136934,0.4110393423370523,0.14746845813534326,0.3907946157186279,0.11104941699056078,0.24968789013732834,0.09995002498750624,0.3327787021630616
N1,2021-01-10,13:30,Heerenveen,For Sittard,1,3,A,0,3,A,10,9,2,4,16,12,5,4,0,0,0,0,1.55,2.43,1,3,10,9,2,4,5,4,16,12,0,0,0,0,12.2,8.2,5.0,10.0,13.0,1.8,1.22,0.6307692307692307,2.7777777777777777,11.385714285714286,10.657142857142857,4.171428571428572,12.96923076923077,11.215384615384616,4.861538461538462,1481.2205113715029,1484.8943517538357,-3.6738403823328554,1483.0574315626693,1492.8215785732655,1507.497446614595,weak,weak,True,False,False,1.0,4.0,1.0,16.0,14.0,12.333333333333334,2.0,5.0,5.333333333333333,True,False,False,1.5,2.0,0.6666666666666666,9.5,15.0,12.666666666666666,4.0,5.0,4.666666666666667,0.062460961898813235,0.49751243781094534,0.28551034975017847,0.7984031936127745,0.08101539292465568,0.1871490954460387,0.15772870662460567,0.3740648379052369,0.13324450366422386,0.3992015968063872,0.05259006047856955,0.14255167498218102
N1,2021-01-10,13:30,VVV Venlo,Willem II,2,1,H,0,1,A,12,17,4,6,18,10,5,1,1,2,0,0,1.68,2.18,2,1,12,17,4,6,5,1,18,10,1,2,0,0,9.2,14.8,3.6,9.8,11.2,4.0,0.9387755102040815,1.3214285714285716,0.9,13.65,11.4,5.033333333333333,14.384615384615385,11.430769230769231,5.476923076923077,1405.5145260900042,1420.4833382694367,-14.968812179432462,1412.9989321797204,1492.8132388207039,1507.4865947266242,weak,weak,True,False,False,2.0,,0.3333333333333333,10.0,,5.666666666666667,3.0,,1.3333333333333333,True,False,False,1.0,,1.0,11.5,,8.75,3.0,,2.5,0.1998001998001998,0.6644518272425249,,,0.05871990604815032,0.24813895781637718,0.08688097306689835,0.33222591362126247,,,0.11415525114155252,0.39840637450199207
N1,2021-01-10,15:45,Ajax,PSV Eindhoven,2,2,D,1,2,A,11,7,4,7,8,8,6,6,1,1,0,0,1.5,2.54,2,2,11,7,4,7,6,6,8,8,1,1,0,0,20.0,10.6,10.0,12.8,8.2,6.8,1.5625,1.2926829268292683,1.4705882352941178,12.345454545454546,10.4,4.309090909090909,12.583333333333334,10.533333333333333,5.15,1573.6350470567888,1584.1721638936947,-10.537116836905852,1578.9036054752419,1492.8173464600252,1507.5,strong,strong,False,False,True,4.666666666666667,,2.6666666666666665,23.333333333333332,,17.666666666666668,11.666666666666666,,4.666666666666667,False,False,True,4.0,3.0,1.25,17.0,12.0,12.25,10.0,5.0,3.75,0.19991432243324292,0.3996574364830146,,,0.15085800490288512,0.5702066999287241,0.23515579071134624,0.3996003996003996,0.2497918401332223,0.5988023952095809,0.10195758564437195,0.3324468085106383
N1,2021-01-12,17:45,Vitesse,Utrecht,1,0,H,1,0,H,16,8,4,5,12,21,8,7,1,1,0,0,1.61,2.31,1,0,16,8,4,5,8,7,12,21,1,1,0,0,14.6,14.2,5.6,11.4,13.4,6.0,1.280701754385965,1.0597014925373134,0.9333333333333332,11.566666666666668,10.916666666666666,4.8500000000000005,13.049999999999999,10.883333333333333,4.8500000000000005,1557.5371367783305,1503.226727352186,54.31040942614459,1530.3819320652583,1492.8214540993467,1507.5,average,strong,False,True,False,2.5,,1.75,14.5,,12.5,5.0,,5.75,False,False,True,1.6666666666666667,,0.6666666666666666,9.333333333333334,,15.0,4.333333333333333,,7.0,0.17229496898690558,0.49900199600798406,,,0.1398880895283773,0.3038194444444445,0.17838030681412773,0.3837298541826555,,,0.04441483455474128,0.0951022349025202
N1,2021-01-12,20:00,Heracles,FC Emmen,4,0,H,2,0,H,20,8,11,1,8,13,12,4,0,2,0,0,1.83,1.97,4,0,20,8,11,1,12,4,8,13,0,2,0,0,12.8,10.0,5.4,9.0,11.0,4.6,1.4222222222222223,0.9090909090909091,1.173913043478261,11.416666666666666,11.366666666666667,3.9,13.333333333333334,11.049999999999999,5.3,1464.4729737116122,1404.5270949632206,59.94587874839158,1434.5000343374163,1492.813114346785,1507.5,weak,weak,True,False,False,0.5,,1.5,19.0,,9.75,5.0,,3.75,True,False,False,0.0,0.5,0.6666666666666666,5.0,10.5,9.0,3.0,2.5,3.3333333333333335,0.026301946344029457,0.0998003992015968,,,0.15368852459016394,0.398936170212766,0.0,0.0,0.04757373929590866,0.19920318725099603,0.07399186089530152,0.19940179461615154
N1,2021-01-13,17:45,PSV Eindhoven,AZ Alkmaar,1,3,A,0,2,A,14,6,3,4,12,12,7,3,3,3,0,0,1.51,2.5,1,3,14,6,3,4,7,3,12,12,3,3,0,0,15.2,10.0,6.6,11.8,10.0,5.0,1.2881355932203389,1.0,1.3199999999999998,11.316666666666668,10.366666666666667,4.583333333333333,12.75,11.15,4.8,1583.717379419729,1569.3263671571872,14.391012262541835,1576.5218732884582,1492.8172219861065,1507.5,strong,strong,False,False,True,3.6666666666666665,2.0,1.5,22.333333333333332,6.0,10.0,8.666666666666666,3.0,5.0,False,False,True,1.6666666666666667,2.0,3.3333333333333335,17.0,12.0,14.333333333333334,6.0,6.0,6.333333333333333,0.16410562434730716,0.4225893200153669,0.3327787021630616,0.6644518272425249,0.14985014985014986,0.29940119760479045,0.09798157946306094,0.27731558513588467,0.16652789342214822,0.3327787021630616,0.23239600278875203,0.5254860746190226
N1,2021-01-13,19:00,Den Haag,VVV Venlo,1,4,A,0,1,A,14,15,4,8,12,12,6,1,3,3,0,0,1.71,2.13,1,4,14,15,4,8,6,1,12,12,3,3,0,0,8.4,9.0,3.8,10.0,12.4,2.8,0.8400000000000001,0.7258064516129032,1.3571428571428572,13.076923076923077,10.307692307692308,4.8769230769230765,14.583333333333334,10.950000000000001,6.0,1442.5354434064654,1421.1603820965518,21.37506130991369,1431.8479127515086,1492.7918550801176,1507.5,weak,weak,True,False,False,0.0,2.0,1.25,8.0,9.0,7.75,1.0,3.0,3.25,True,False,False,1.5,,1.0,11.5,,9.0,4.0,,2.25,0.0,0.0,0.22197558268590456,0.6644518272425249,0.16108247422680413,0.3834355828220859,0.13032145960034752,0.3740648379052369,,,0.11098779134295228,0.4424778761061947
N1,2021-01-13,19:00,For Sittard,Sparta Rotterdam,0,1,A,0,0,D,9,19,4,5,14,12,4,5,3,0,0,0,1.62,2.28,0,1,9,19,4,5,4,5,14,12,3,0,0,0,11.6,12.2,4.2,14.6,11.8,4.4,0.7945205479452054,1.0338983050847457,0.9545454545454545,12.783333333333333,10.533333333333333,4.916666666666667,11.483333333333334,11.25,4.8,1499.7357452258661,1513.012947501066,-13.277202275199897,1506.374346363466,1492.8129898728662,1507.5,strong,average,False,False,True,2.3333333333333335,,1.0,11.666666666666666,,9.5,5.666666666666667,,4.5,False,True,False,2.5,,1.0,19.0,,9.0,8.0,,3.6666666666666665,0.1998287182415073,0.4110393423370523,,,0.10515247108307045,0.22172949002217296,0.1315097317201473,0.3121098626716604,,,0.11098779134295228,0.271985494106981
N1,2021-01-13,20:00,Feyenoord,Zwolle,1,0,H,0,0,D,21,8,4,2,6,5,10,5,0,0,0,0,1.6,2.32,1,0,21,8,4,2,10,5,6,5,0,0,0,0,17.4,8.8,6.8,11.8,8.8,3.8,1.4745762711864405,1.0,1.7894736842105263,11.383333333333333,10.266666666666667,4.05,13.549999999999999,10.416666666666666,5.383333333333333,1578.0783871197018,1492.5108475890029,85.56753953069892,1535.2946173543523,1492.8170975121875,1507.5,weak,strong,True,False,False,0.0,2.0,2.3333333333333335,20.0,18.5,14.666666666666666,7.0,5.5,6.333333333333333,False,False,True,1.75,1.0,0.0,16.5,10.0,6.0,4.75,5.0,3.0,0.0,0.0,0.10804970286331712,0.3629764065335753,0.15898251192368842,0.36784025223331585,0.10599636583888551,0.36764705882352944,0.0999000999000999,0.1996007984031936,0.0,0.0
