Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,target_goals_home,target_goals_away,target_shots_home,target_shots_away,target_shots_on_home,target_shots_on_away,target_corners_home,target_corners_away,target_fouls_home,target_fouls_away,target_yellows_home,target_yellows_away,target_reds_home,target_reds_away,shots_home_last5_mean,fouls_home_last5_mean,corners_home_last5_mean,shots_away_last5_mean,fouls_away_last5_mean,corners_away_last5_mean,shots_home_vs_away,fouls_home_vs_away,corners_home_vs_away,avg_shots_against_home,avg_fouls_against_home,avg_corners_against_home,avg_shots_against_away,avg_fouls_against_away,avg_corners_against_away,elo_home,elo_away,elo_diff,elo_all,elo_weak_threshold,elo_strong_threshold,opponent_strength_home,opponent_strength_away,mask_HomeTeam_weak,mask_HomeTeam_average,mask_HomeTeam_strong,goals_vs_weak_home,goals_vs_average_home,goals_vs_strong_home,shots_vs_weak_home,shots_vs_average_home,shots_vs_strong_home,shots_on_vs_weak_home,shots_on_vs_average_home,shots_on_vs_strong_home,mask_AwayTeam_weak,mask_AwayTeam_average,mask_AwayTeam_strong,goals_vs_weak_away,goals_vs_average_away,goals_vs_strong_away,shots_vs_weak_away,shots_vs_average_away,shots_vs_strong_away,shots_on_vs_weak_away,shots_on_vs_average_away,shots_on_vs_strong_away,conversion_vs_weak_home,efficiency_vs_weak_home,conversion_vs_average_home,efficiency_vs_average_home,conversion_vs_strong_home,efficiency_vs_strong_home,conversion_vs_weak_away,efficiency_vs_weak_away,conversion_vs_average_away,efficiency_vs_average_away,conversion_vs_strong_away,efficiency_vs_strong_away
N1,2021-04-09,19:00,Vitesse,Den Haag,0,0,D,0,0,D,21,6,4,2,12,22,15,2,2,6,0,0,1.52,2.5,0,0,21,6,4,2,15,2,12,22,2,6,0,0,15.2,11.8,6.2,6.4,10.2,2.2,2.3749999999999996,1.1568627450980393,2.818181818181818,11.566666666666668,10.916666666666666,4.8500000000000005,14.066666666666668,10.85,5.566666666666666,1568.0016426305408,1371.6873241866228,196.31431844391795,1469.8444834085817,1484.6801881408298,1513.079159967453,weak,strong,True,False,False,1.4,1.0,1.25,15.2,16.0,13.25,4.6,4.0,4.75,False,False,True,0.75,0.5,0.25,9.5,5.5,4.0,3.25,1.5,1.0,0.09204470742932282,0.30368763557483736,0.062460961898813235,0.24937655860349128,0.0942684766214178,0.26260504201680673,0.07886435331230283,0.23006134969325154,0.09074410163339383,0.33112582781456956,0.06234413965087282,0.24752475247524752
N1,2021-04-10,17:45,Heracles,Willem II,4,0,H,2,0,H,10,9,5,1,8,5,3,4,0,1,0,0,1.84,1.96,4,0,10,9,5,1,3,4,8,5,0,1,0,0,11.6,8.6,3.8,9.4,8.4,2.4,1.2340425531914894,1.0238095238095237,1.5833333333333333,11.416666666666666,11.366666666666667,3.9,14.384615384615385,11.430769230769231,5.476923076923077,1497.0613605602628,1418.9081625057715,78.15319805449121,1457.9847615330173,1484.2606141643505,1513.0221813621868,weak,average,True,False,False,1.8,2.0,0.5,13.6,9.0,9.25,5.4,6.0,2.75,False,True,False,1.5,1.0,0.8,13.5,9.0,7.6,4.75,2.0,3.4,0.1322556943423953,0.33271719038817005,0.22197558268590456,0.3327787021630616,0.05399568034557235,0.1811594202898551,0.11102886750555145,0.31512605042016806,0.11098779134295228,0.49751243781094534,0.10512483574244416,0.23460410557184755
N1,2021-04-10,19:00,AZ Alkmaar,Sparta Rotterdam,2,0,H,1,0,H,20,5,10,3,6,6,9,2,0,1,0,0,1.54,2.44,2,0,20,5,10,3,9,2,6,6,0,1,0,0,12.8,10.2,4.8,11.2,11.2,4.4,1.142857142857143,0.9107142857142857,1.0909090909090908,11.76923076923077,10.584615384615384,4.661538461538462,11.483333333333334,11.25,4.8,1630.1147040743367,1493.0874948435344,137.02720923080233,1561.6010994589356,1484.5724535442623,1513.1327868900567,average,strong,False,True,False,3.3333333333333335,4.0,1.6666666666666667,17.666666666666668,11.0,8.833333333333334,7.333333333333333,4.0,4.0,False,False,True,1.5,0.6666666666666666,1.3333333333333333,14.0,14.333333333333334,9.333333333333334,5.75,3.3333333333333335,3.3333333333333335,0.18857250612860643,0.4539264639128462,0.36330608537693004,0.9975062344139651,0.18846588767433095,0.41562759767248547,0.10706638115631692,0.2604166666666667,0.0464792005577504,0.19940179461615154,0.14270424545130217,0.3988035892323031
N1,2021-04-10,19:00,For Sittard,FC Emmen,1,3,A,0,0,D,6,18,4,9,18,15,0,6,2,0,1,0,1.79,2.01,1,3,6,18,4,9,0,6,18,15,2,0,1,0,10.8,10.2,5.2,12.2,11.2,3.8,0.8852459016393444,0.9107142857142857,1.368421052631579,12.783333333333333,10.533333333333333,4.916666666666667,13.333333333333334,11.049999999999999,5.3,1484.953399549484,1420.5712508017266,64.38214874775736,1452.7623251756054,1483.9393251062595,1513.0758082847904,weak,average,True,False,False,2.5,0.0,0.6,11.75,15.0,10.2,5.75,3.0,4.2,False,True,False,0.0,1.0,0.75,9.8,12.0,10.75,2.4,3.0,4.0,0.21258503401360546,0.4340277777777778,0.0,0.0,0.058765915768854066,0.14251781472684086,0.0,0.0,0.08326394671107411,0.33222591362126247,0.06970260223048327,0.18703241895261846
N1,2021-04-10,20:00,Zwolle,Twente,1,0,H,1,0,H,7,18,5,4,10,9,2,10,0,0,0,0,1.86,1.95,1,0,7,18,5,4,2,10,10,9,0,0,0,0,13.4,8.6,5.0,11.0,9.2,3.8,1.2181818181818183,0.9347826086956522,1.3157894736842106,10.766666666666666,10.733333333333334,3.85,12.646153846153847,10.953846153846154,5.046153846153846,1441.0107379811523,1471.9738269607117,-30.963088979559416,1456.492282470932,1483.5753522436526,1513.018829679524,weak,weak,True,False,False,1.5,1.0,1.0,15.5,10.0,7.333333333333333,5.666666666666667,4.0,2.6666666666666665,True,False,False,2.0,0.0,1.4,12.0,6.0,9.0,4.75,2.0,3.8,0.09671179883945842,0.26423957721667646,0.0999000999000999,0.24937655860349128,0.13617793917385385,0.3735990037359901,0.16652789342214822,0.42016806722689076,0.0,0.0,0.15538290788013318,0.3674540682414698
N1,2021-04-11,13:30,Groningen,Heerenveen,0,2,A,0,0,D,11,15,3,10,12,8,5,3,1,0,0,0,2.02,1.78,0,2,11,15,3,10,5,3,12,8,1,0,0,0,9.0,11.6,4.2,9.6,8.8,4.0,0.9375,1.3181818181818181,1.05,11.049999999999999,10.566666666666666,4.416666666666667,12.618181818181819,10.527272727272727,5.4363636363636365,1536.1357327185563,1453.2485225888186,82.8872101297377,1494.6921276536873,1483.689810868274,1512.522787421113,weak,strong,True,False,False,1.2,2.0,0.6666666666666666,13.4,12.5,6.333333333333333,4.8,5.0,2.3333333333333335,False,False,True,0.8333333333333334,0.0,0.6666666666666666,14.0,4.0,10.0,4.333333333333333,1.0,4.666666666666667,0.08948545861297538,0.2494802494802495,0.1598721023181455,0.3992015968063872,0.10509721492380453,0.2844950213371266,0.05948132286462051,0.19186492709132774,0.0,0.0,0.0666000666000666,0.14255167498218102
N1,2021-04-11,11:15,Utrecht,Feyenoord,1,2,A,1,1,D,12,7,7,2,9,11,7,2,0,1,0,0,1.64,2.25,1,2,12,7,7,2,7,2,9,11,0,1,0,0,16.4,13.8,9.2,11.0,10.4,3.8,1.4909090909090907,1.3269230769230769,2.4210526315789473,11.323076923076922,10.307692307692308,3.338461538461538,13.399999999999999,11.338461538461539,5.846153846153846,1553.6043965884382,1567.7416700722722,-14.137273483833951,1560.6730333303553,1483.9298754280803,1513.0724566021277,strong,strong,False,False,True,1.6666666666666667,,1.5,18.666666666666668,,14.75,7.166666666666667,,4.25,False,False,True,2.0,2.0,0.8333333333333334,17.333333333333332,10.0,14.0,5.666666666666667,2.0,3.8333333333333335,0.0892379082634303,0.23223409196470043,,,0.1016260162601626,0.35211267605633806,0.11531808571977704,0.35231943628890194,0.1998001998001998,0.9950248756218907,0.05948132286462051,0.2168256721595837
N1,2021-04-11,15:45,Waalwijk,Ajax,0,1,A,0,1,A,3,13,0,4,8,10,4,7,0,2,0,0,1.29,3.52,0,1,3,13,0,4,4,7,8,10,0,2,0,0,12.0,9.6,4.8,15.2,11.8,5.4,0.7894736842105263,0.8135593220338982,0.8888888888888888,10.984615384615385,11.076923076923077,4.184615384615385,12.683333333333332,10.866666666666667,5.0,1434.8754235486422,1678.9159703606767,-244.04054681203456,1556.8956969546593,1484.2417148079921,1513.189288712939,strong,weak,False,False,True,1.2,3.0,1.5,18.4,8.0,16.75,7.0,5.0,7.5,True,False,False,2.8,2.0,2.25,25.6,19.0,14.5,8.8,8.0,6.25,0.06518196632265073,0.17118402282453637,0.37453183520599254,0.5988023952095809,0.08949880668257756,0.1997336884154461,0.1093322920734088,0.3178206583427922,0.10520778537611783,0.24968789013732834,0.15506547208821503,0.35942492012779553
N1,2021-04-11,13:30,VVV Venlo,PSV Eindhoven,0,2,A,0,1,A,4,14,1,5,8,8,5,4,1,0,0,0,1.38,2.96,0,2,4,14,1,5,5,4,8,8,1,0,0,0,7.0,11.6,2.6,18.6,10.2,9.0,0.3763440860215054,1.1372549019607843,0.2888888888888889,13.65,11.4,5.033333333333333,12.583333333333334,10.533333333333333,5.15,1373.2612590102954,1604.8471210181567,-231.58586200786135,1489.0541900142262,1484.553554187904,1513.126083524731,strong,weak,False,False,True,1.25,1.0,1.2,9.5,9.0,7.8,2.75,3.0,2.6,True,False,False,2.6666666666666665,,2.0,24.0,,12.857142857142858,11.333333333333334,,5.571428571428571,0.13144058885383808,0.4528985507246377,0.11098779134295228,0.33222591362126247,0.1536491677336748,0.45977011494252873,0.11106483409690406,0.23508668821627973,,,0.1554346619296103,0.3583312004095214
N1,2021-04-22,17:45,Ajax,Utrecht,1,1,D,0,1,A,21,6,8,1,12,11,9,2,2,0,0,0,1.39,2.94,1,1,21,6,8,1,9,2,12,11,2,0,0,0,20.6,9.4,6.0,16.2,10.6,4.2,1.271604938271605,0.8867924528301887,1.4285714285714286,12.345454545454546,10.4,4.309090909090909,13.049999999999999,10.883333333333333,4.8500000000000005,1684.827587266176,1539.2144151151517,145.61317215102417,1612.0210011906638,1484.6796940360564,1513.267821967309,strong,strong,False,False,True,4.333333333333333,,1.75,21.833333333333332,,15.75,10.166666666666666,,4.75,False,False,True,3.2,,0.8,15.4,,13.4,5.8,,6.4,0.19838242026552722,0.4258106780216181,,,0.11104060913705584,0.36764705882352944,0.20765736534717716,0.5507745266781412,,,0.05965697240865026,0.12480499219968799
N1,2021-04-23,17:45,Willem II,Waalwijk,1,0,H,0,0,D,20,6,9,3,10,12,6,5,1,1,0,0,1.74,2.08,1,0,20,6,9,3,6,5,10,12,1,1,0,0,13.8,9.2,5.8,5.6,12.4,3.2,2.4642857142857144,0.7419354838709676,1.8124999999999998,12.945454545454545,10.436363636363636,5.127272727272727,12.383333333333333,10.9,4.833333333333333,1407.2265261788073,1428.963806643143,-21.737280464335754,1418.0951664109753,1484.232265129813,1513.1843803845409,weak,weak,True,False,False,1.8,,0.8,11.8,,10.6,4.8,,3.4,True,False,False,0.6666666666666666,,0.75,7.833333333333333,,9.75,2.1666666666666665,,4.5,0.15241320914479253,0.37422037422037424,,,0.07540056550424129,0.23460410557184755,0.08499787505312367,0.3062787136294028,,,0.07684426229508197,0.16629711751662973
N1,2021-04-24,15:30,Heerenveen,Zwolle,0,2,A,0,1,A,11,4,3,3,14,11,5,1,1,2,0,0,1.66,2.21,0,2,11,4,3,3,5,1,14,11,1,2,0,0,11.2,12.0,3.8,10.4,10.6,4.8,1.0769230769230769,1.1320754716981132,0.7916666666666666,11.385714285714286,10.657142857142857,4.171428571428572,13.549999999999999,10.416666666666666,5.383333333333333,1471.7606712983568,1457.3439942014936,14.416677096863168,1464.5523327499252,1483.6828739819334,1513.1227318420683,weak,weak,True,False,False,1.5,0.0,1.6,13.5,11.0,10.8,4.25,4.0,3.8,True,False,False,2.0,,0.75,15.0,,9.0,4.833333333333333,,3.25,0.11102886750555145,0.35211267605633806,0.0,0.0,0.14801110083256244,0.41994750656167984,0.13324450366422386,0.4129387474191329,,,0.08324084350721421,0.23006134969325154
N1,2021-04-24,17:45,PSV Eindhoven,Groningen,1,0,H,0,0,D,13,8,5,1,15,12,4,4,1,3,0,0,1.63,2.25,1,0,13,8,5,1,4,4,15,12,1,3,0,0,14.2,13.0,3.6,12.0,9.4,3.2,1.1833333333333333,1.3829787234042552,1.125,11.316666666666668,10.366666666666667,4.583333333333333,13.116666666666667,11.4,5.116666666666666,1611.1064563506643,1517.623584009018,93.48287234164627,1564.3650201798412,1483.910976071722,1513.2629136389107,strong,strong,False,False,True,3.0,2.6666666666666665,1.4,20.5,15.333333333333334,13.6,7.0,6.0,7.0,False,False,True,1.2,2.0,1.5,13.4,7.0,10.25,3.6,2.0,3.5,0.1462701121404193,0.42796005706134094,0.17379969585053226,0.4437049362174154,0.10286554004408523,0.19971469329529243,0.08948545861297538,0.33240997229916897,0.28530670470756064,0.9950248756218907,0.14619883040935672,0.4273504273504274
N1,2021-04-24,17:45,Sparta Rotterdam,VVV Venlo,2,0,H,1,0,H,19,10,7,3,11,9,5,3,2,4,0,0,1.78,2.03,2,0,19,10,7,3,5,3,11,9,2,4,0,0,16.4,11.2,4.0,8.6,9.4,2.8,1.9069767441860463,1.1914893617021276,1.4285714285714286,11.890909090909092,10.127272727272727,4.254545454545454,14.583333333333334,10.950000000000001,6.0,1483.7146517152046,1367.0019236777878,116.71272803741681,1425.358287696496,1483.5649469141415,1513.1794720561427,weak,average,True,False,False,2.6,0.5,1.6666666666666667,15.2,14.0,12.666666666666666,5.0,5.5,3.3333333333333335,False,True,False,2.0,2.0,0.8,12.5,12.0,6.4,5.0,3.0,2.4,0.17094017094017094,0.5189620758483035,0.03568879371877231,0.09074410163339383,0.1314751511964239,0.4985044865403789,0.1598721023181455,0.3992015968063872,0.16652789342214822,0.6644518272425249,0.12480499219968799,0.3319502074688797
N1,2021-04-25,15:45,Feyenoord,Vitesse,0,0,D,0,0,D,14,19,2,7,21,14,6,3,2,4,1,0,1.72,2.12,0,0,14,19,2,7,6,3,21,14,2,4,1,0,19.0,12.0,7.2,14.0,10.6,3.0,1.3571428571428572,1.1320754716981132,2.4,11.383333333333333,10.266666666666667,4.05,14.327272727272726,12.163636363636364,5.254545454545454,1582.1316515455587,1560.3260545789913,21.805596966567464,1571.228853062275,1483.679405538763,1513.3414468932806,strong,strong,False,False,True,2.6,2.0,2.5,20.8,18.333333333333332,9.5,7.8,6.0,5.5,False,False,True,1.6666666666666667,,1.5,15.666666666666666,,11.25,5.166666666666667,,3.5,0.1249399327246516,0.3329065300896287,0.10903143739778302,0.3327787021630616,0.26288117770767616,0.4537205081669692,0.106315118009781,0.32195750160978753,,,0.13321492007104796,0.4273504273504274
N1,2021-04-25,11:15,FC Emmen,Heracles,3,1,H,0,0,D,15,8,5,4,9,7,7,5,1,1,0,0,1.93,1.87,3,1,15,8,5,4,7,5,9,7,1,1,0,0,13.6,11.0,5.2,8.0,10.8,4.2,1.7,1.0185185185185184,1.2380952380952381,11.283333333333333,10.35,4.216666666666667,12.846153846153847,10.676923076923078,5.184615384615385,1438.3194667663274,1508.742996887227,-70.42353012089961,1473.5312318267772,1483.4470198463496,1513.2580053105125,average,weak,False,True,False,2.0,,0.4,17.8,,5.6,6.4,,1.8,True,False,False,1.0,,0.6666666666666666,6.75,,7.166666666666667,2.0,,2.6666666666666665,0.11229646266142615,0.31201248049922,,,0.07130124777183602,0.22099447513812157,0.14792899408284024,0.49751243781094534,,,0.09289363678588015,0.24906600249066005
N1,2021-04-25,13:30,Ajax,AZ Alkmaar,2,0,H,0,0,D,21,8,10,3,10,8,9,3,0,1,0,0,1.47,2.62,2,0,21,8,10,3,9,3,10,8,0,1,0,0,19.4,8.6,6.4,12.4,9.0,6.2,1.564516129032258,0.9555555555555555,1.032258064516129,12.345454545454546,10.4,4.309090909090909,12.75,11.15,4.8,1678.8849016551103,1639.4875472026665,39.39735445244378,1659.1862244288884,1483.561478470971,1513.421195370516,strong,strong,False,False,True,4.2,,1.6,20.2,,16.8,10.4,,5.4,False,False,True,1.8,2.0,2.5,13.8,12.0,11.25,5.6,6.0,5.75,0.2078179119247897,0.4034582132564842,,,0.09518143961927424,0.2957486136783734,0.13034033309196236,0.3208556149732621,0.16652789342214822,0.3327787021630616,0.22202486678507993,0.4340277777777778
N1,2021-04-25,15:45,Twente,Utrecht,1,2,A,1,0,H,9,12,4,5,12,8,5,5,3,3,0,0,1.67,2.17,1,2,9,12,4,5,5,5,12,8,3,3,0,0,10.2,12.6,4.2,14.6,10.6,5.0,0.6986301369863014,1.1886792452830188,0.8400000000000001,12.816666666666668,10.866666666666667,4.3,13.049999999999999,10.883333333333333,4.8500000000000005,1455.6405707403703,1545.1571007262173,-89.516529985847,1500.3988357332937,1483.6759370955926,1513.3365385648824,strong,weak,False,False,True,0.25,,1.0,16.5,,9.5,5.0,,3.6666666666666665,True,False,False,3.75,,0.8333333333333334,18.75,,12.166666666666666,6.75,,5.5,0.015142337976983646,0.0499001996007984,,,0.10515247108307045,0.271985494106981,0.19989339019189764,0.5547337278106509,,,0.0684369011771147,0.15124016938898974
N1,2021-04-25,13:30,Den Haag,For Sittard,0,3,A,0,1,A,18,19,3,6,6,6,8,4,1,1,0,0,1.75,2.07,0,3,18,19,3,6,8,4,6,6,1,1,0,0,10.0,10.6,4.8,10.0,10.4,3.2,1.0,1.0192307692307692,1.4999999999999998,13.076923076923077,10.307692307692308,4.8769230769230765,12.96923076923077,11.215384615384616,4.861538461538462,1379.3629122381724,1467.2051835848831,-87.84227134671073,1423.2840479115278,1483.443551403179,1513.2530969821146,weak,weak,True,False,False,0.25,1.0,1.5,11.25,8.5,5.75,2.75,3.5,2.0,True,False,False,2.1666666666666665,2.0,0.0,11.0,8.0,8.0,5.5,3.0,2.0,0.022202486678507993,0.09057971014492755,0.11750881316098707,0.2849002849002849,0.2604166666666667,0.746268656716418,0.19679079624583712,0.3932244404113732,0.24968789013732834,0.6644518272425249,0.0,0.0
N1,2021-05-01,15:30,Heracles,VVV Venlo,4,0,H,2,0,H,17,16,10,5,10,6,10,5,1,1,0,0,1.69,2.17,4,0,17,16,10,5,10,5,10,6,1,1,0,0,12.2,8.4,4.8,9.6,9.2,3.2,1.2708333333333333,0.9130434782608696,1.4999999999999998,11.416666666666666,11.366666666666667,3.9,14.583333333333334,10.950000000000001,6.0,1490.7435345978781,1356.8594586948334,133.88407590304473,1423.8014966463556,1483.302509239942,1513.1696553993465,weak,average,True,False,False,2.1666666666666665,2.0,0.3333333333333333,13.0,9.0,11.333333333333334,5.333333333333333,6.0,3.3333333333333335,False,True,False,2.3333333333333335,1.0,0.8,12.333333333333334,11.0,6.4,6.0,3.0,2.4,0.1665385600819882,0.4054897067997505,0.22197558268590456,0.3327787021630616,0.029385836027034967,0.09970089730807577,0.1890359168241966,0.38824181919023854,0.09082652134423251,0.33222591362126247,0.12480499219968799,0.3319502074688797
N1,2021-05-01,17:45,For Sittard,Twente,3,0,H,1,0,H,21,4,10,1,15,9,10,0,0,2,0,0,1.62,2.29,3,0,21,4,10,1,10,0,15,9,0,2,0,0,12.0,11.4,5.8,10.6,8.8,3.4,1.1320754716981132,1.2954545454545454,1.7058823529411764,12.783333333333333,10.533333333333333,4.916666666666667,12.646153846153847,10.953846153846154,5.046153846153846,1478.4915224036308,1444.422003508138,34.06951889549282,1461.4567629558844,1483.1927207724525,1513.1126767940802,weak,weak,True,False,False,2.2,0.0,0.5,10.6,15.0,9.25,5.4,3.0,3.5,True,False,False,1.6,0.0,1.25,13.2,6.0,8.0,4.6,2.0,3.5,0.20735155513666356,0.40665434380776344,0.0,0.0,0.05399568034557235,0.14245014245014245,0.1211203633610901,0.34707158351409984,0.0,0.0,0.1560549313358302,0.3561253561253562
N1,2021-05-01,19:00,Vitesse,Zwolle,2,1,H,1,0,H,20,12,5,6,12,8,6,7,3,0,0,0,1.76,2.06,2,1,20,12,5,6,6,7,12,8,3,0,0,0,17.2,12.2,6.6,10.4,9.2,5.6,1.6538461538461537,1.3260869565217392,1.1785714285714286,11.566666666666668,10.916666666666666,4.8500000000000005,13.549999999999999,10.416666666666666,5.383333333333333,1561.2662437279885,1472.9660552049677,88.30018852302078,1517.116149466478,1483.24669577199,1513.2481886537164,weak,strong,True,False,False,1.0,1.0,1.25,15.4,16.0,13.25,4.6,4.0,4.75,False,False,True,2.0,,0.75,13.5,,9.0,4.333333333333333,,3.25,0.06489292667099286,0.2169197396963124,0.062460961898813235,0.24937655860349128,0.0942684766214178,0.26260504201680673,0.14803849000740193,0.46047582501918655,,,0.08324084350721421,0.23006134969325154
N1,2021-05-01,19:00,Waalwijk,AZ Alkmaar,1,3,A,1,1,D,5,20,2,7,10,11,1,8,0,2,1,0,1.42,2.8,1,3,5,20,2,7,1,8,10,11,0,2,1,0,9.2,9.8,3.4,13.2,9.6,6.2,0.6969696969696969,1.0208333333333335,0.5483870967741935,10.984615384615385,11.076923076923077,4.184615384615385,12.75,11.15,4.8,1413.026555403289,1626.1812146767788,-213.15465927348987,1519.603885040034,1483.3008676673553,1513.410163490854,strong,weak,False,False,True,1.2,3.0,1.25,18.4,8.0,12.0,7.0,5.0,5.0,True,False,False,1.75,2.0,2.0,14.0,12.0,10.6,5.25,6.0,5.2,0.06518196632265073,0.17118402282453637,0.37453183520599254,0.5988023952095809,0.10407993338884264,0.24950099800399203,0.12491077801570308,0.33269961977186313,0.16652789342214822,0.3327787021630616,0.18850141376060323,0.3838771593090211
N1,2021-05-01,20:00,Utrecht,Willem II,3,2,H,2,0,H,10,8,2,4,7,10,2,3,2,2,0,0,1.67,2.19,3,2,10,8,2,4,2,3,7,10,2,2,0,0,14.6,12.6,6.4,9.8,8.8,2.2,1.4897959183673468,1.4318181818181817,2.909090909090909,11.323076923076922,10.307692307692308,3.338461538461538,14.384615384615385,11.430769230769231,5.476923076923077,1556.3756679584496,1423.1637774186613,133.21189053978833,1489.7697226885555,1483.3550395627203,1513.3267219080863,weak,strong,True,False,False,1.8,,1.4,18.4,,14.2,7.4,,4.8,False,False,True,1.5,0.5,1.0,13.5,9.0,8.5,4.75,1.5,4.0,0.09777294948397611,0.242914979757085,,,0.09852216748768473,0.2910602910602911,0.11102886750555145,0.31512605042016806,0.05549389567147614,0.33112582781456956,0.11750881316098707,0.24937655860349128
N1,2021-05-02,13:30,Ajax,FC Emmen,4,0,H,1,0,H,15,4,6,0,15,8,9,3,2,2,0,0,1.29,3.53,4,0,15,4,6,0,9,3,15,8,2,2,0,0,19.2,10.8,7.6,12.0,11.2,4.0,1.5999999999999999,0.9642857142857144,1.9,12.345454545454546,10.4,4.309090909090909,13.333333333333334,11.049999999999999,5.3,1692.191234180998,1456.3189290556763,235.87230512532165,1574.255081618337,1483.4366145168385,1513.5069250882088,weak,strong,True,False,False,4.0,,1.6666666666666667,20.75,,17.5,9.75,,6.166666666666667,False,False,True,0.0,2.0,1.0,9.8,15.0,12.666666666666666,2.4,6.0,4.333333333333333,0.19267822736030826,0.4098360655737705,,,0.09518370454978108,0.26983270372369134,0.0,0.0,0.13324450366422386,0.3327787021630616,0.07888509071785434,0.23023791250959327
N1,2021-05-02,11:15,Den Haag,Feyenoord,3,2,H,2,1,H,9,14,5,4,17,12,5,4,3,5,0,1,1.45,2.68,3,2,9,14,5,4,5,4,17,12,3,5,0,1,10.8,13.0,5.6,11.8,11.0,4.0,0.9152542372881356,1.1818181818181819,1.4,13.076923076923077,10.307692307692308,4.8769230769230765,13.399999999999999,11.338461538461539,5.846153846153846,1368.0765734194247,1581.1914623965615,-213.11488897713684,1474.634017907993,1483.2992260947685,1513.4052551624561,strong,weak,False,False,True,0.2,1.0,1.6666666666666667,12.6,8.5,6.0,2.8,3.5,2.0,True,False,False,1.5,2.0,1.0,18.0,10.0,13.0,4.5,2.0,3.5714285714285716,0.015860428231562255,0.07117437722419931,0.11750881316098707,0.2849002849002849,0.27731558513588467,0.8291873963515756,0.0832870627429206,0.33259423503325947,0.1998001998001998,0.9950248756218907,0.07686395080707148,0.2792181890706023
N1,2021-05-02,15:45,PSV Eindhoven,Heerenveen,2,2,D,0,1,A,16,9,7,5,11,8,9,3,2,3,0,0,1.33,3.23,2,2,16,9,7,5,9,3,11,8,2,3,0,0,13.0,11.4,5.2,10.6,9.0,3.6,1.2264150943396226,1.2666666666666666,1.4444444444444444,11.316666666666668,10.366666666666667,4.583333333333333,12.618181818181819,10.527272727272727,5.4363636363636365,1622.165132638737,1456.1386102948827,166.02652234385437,1539.15187146681,1483.3533979901335,1513.6049019084292,weak,strong,True,False,False,3.0,2.6666666666666665,1.4,20.5,15.333333333333334,14.0,7.0,6.0,7.0,False,False,True,0.8,0.0,1.0,14.4,4.0,11.25,4.2,1.0,6.0,0.1462701121404193,0.42796005706134094,0.17379969585053226,0.4437049362174154,0.09992862241256245,0.19971469329529243,0.05551700208188758,0.19002375296912116,0.0,0.0,0.08880994671403197,0.1663893510815308
N1,2021-05-02,13:30,Groningen,Sparta Rotterdam,1,2,A,0,1,A,11,11,3,4,9,8,2,5,1,1,0,0,2.04,1.77,1,2,11,11,3,4,2,5,9,8,1,1,0,0,8.4,11.2,3.4,11.0,11.0,4.8,0.7636363636363637,1.018181818181818,0.7083333333333334,11.049999999999999,10.566666666666666,4.416666666666667,11.483333333333334,11.25,4.8,1506.5649077209453,1493.857116698159,12.707791022786296,1500.211012209552,1483.433146073668,1513.5008015369451,average,average,False,True,False,1.0,2.0,0.5,13.0,12.5,6.0,4.5,5.0,2.0,False,True,False,1.5,0.6666666666666666,1.3333333333333333,14.0,14.333333333333334,9.666666666666666,5.75,3.3333333333333335,4.333333333333333,0.07686395080707148,0.22172949002217296,0.1598721023181455,0.3992015968063872,0.0831946755407654,0.24875621890547267,0.10706638115631692,0.2604166666666667,0.0464792005577504,0.19940179461615154,0.13778849466069584,0.30698388334612436
N1,2021-05-07,19:00,Sparta Rotterdam,Vitesse,3,0,H,1,0,H,13,13,6,1,12,5,3,8,0,0,0,0,1.77,2.04,3,0,13,13,6,1,3,8,12,5,0,0,0,0,15.8,11.8,4.0,14.4,10.0,3.8,1.0972222222222223,1.1800000000000002,1.0526315789473684,11.890909090909092,10.127272727272727,4.254545454545454,14.327272727272726,12.163636363636364,5.254545454545454,1509.4055116129641,1572.534030523401,-63.128518910436924,1540.9697710681826,1483.5476046982897,1513.7028787286495,strong,average,False,False,True,1.8,0.5,1.6666666666666667,14.6,14.0,12.666666666666666,3.8,5.5,3.3333333333333335,False,True,False,1.6666666666666667,,1.25,15.666666666666666,,13.75,5.166666666666667,,5.0,0.12320328542094457,0.4724409448818898,0.03568879371877231,0.09074410163339383,0.1314751511964239,0.4985044865403789,0.106315118009781,0.32195750160978753,,,0.09084302325581395,0.24950099800399203
N1,2021-05-08,15:30,Twente,Heracles,1,1,D,0,0,D,9,6,5,2,13,8,3,2,2,1,0,0,1.91,1.89,1,1,9,6,5,2,3,2,13,8,2,1,0,0,8.2,13.2,3.2,7.2,10.0,3.4,1.1388888888888888,1.3199999999999998,0.9411764705882354,12.816666666666668,10.866666666666667,4.3,12.846153846153847,10.676923076923078,5.184615384615385,1430.8882063375643,1500.2333741248437,-69.34516778727948,1465.560790231204,1483.3517564175468,1513.5987783571654,average,weak,False,True,False,0.25,,1.0,16.5,,9.166666666666666,5.0,,3.6666666666666665,True,False,False,1.0,,0.8,7.0,,7.0,2.4,,2.8,0.015142337976983646,0.0499001996007984,,,0.10897203051216856,0.271985494106981,0.14265335235378032,0.4149377593360996,,,0.11412268188302425,0.28469750889679724
